"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Latin America & Caribbean (developing only)","LAC","GDP (current US$)","NY.GDP.MKTP.CD","73098970938.7938","76800508903.9071","88557355093.0446","88705424275.6124","98826595706.993","107117744066.754","117398667684.541","120362967360.899","130028113526.869","145091632734.65","157555044644.117","174822111953.623","198015067305.388","258430150758.452","343911191927.505","370467888482.876","410816705800.351","449271251634.154","509042927465.327","601849438719.271","712174578764.051","821296603152.38","772155682418.791","686186864048.627","675023589949.639","697286496776.151","709340503914.366","742545937088.046","842946582571.823","922848965326.596","1080411713144.66","1144545651467.89","1235962431487.17","1451032219096.5","1657139957035.56","1744325098706.23","1888108553333.8","2066937160902.4","2070633384018.52","1863681785390.59","2070214692908.22","2018194054793.21","1802199790941.19","1846496584359.97","2111323966186.62","2560631809471.9","2996413990843.08","3542161382478.66","4137452587080.46","3884618629983.76","4801788972970.84","5371165095783.96","5344028414023.2","",
"Lao PDR","LAO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","1757142805.94286","2366666615.46667","1776842040.58947","1087273076.38861","598961279.420607","714046803.194308","865559856.19781","1028087947.26262","1127806917.73818","1327748654.64293","1543606381.86909","1763536299.22391","1873671510.57399","1747011884.41192","1280177847.19482","1454430642.01692","1731198022.45212","1768619058.34647","1758176653.07746","2023324407.30177","2366398119.88556","2735550176.99656","3452895836.27301","4222945529.64181","5443930124.55076","5832882921.50595","7181441151.89789","8254088066.90641","9417665585.95006","",
"Lebanon","LBN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3313539979.09333","2717998713.0456","2838485397.88652","4451497337.41987","5545921820.95553","7535259914.42769","9599127189.45126","11718795352.0579","13690217120.5605","15751867489.4446","17247179483.2157","17391056436.8069","17260364842.4544","17649751243.7811","19152238805.9702","20082918739.6352","21789054726.3682","21860696517.4129","22438474295.1907","25056716417.9104","30079601990.0498","34650746268.6567","37124378109.4527","40094328358.209","42945273631.8408","",
"Liberia","LBR","GDP (current US$)","NY.GDP.MKTP.CD","190495648","183920944","191861808","200229616","218929096","229260776","244459452","261024284","276820652","306961824","323099728","341543056","368098032","386968288","486955024","577549312","596675728","673010608","717240448","814067872","854711504","846514496","863933152","823374944","848478336","851296080","840964416","972800000","1038300000","786300000","384400000","348000000","223500000","160400000","132200000","134800000","159400000","295900000","359599999.036319","441800019.378319","529064646.66383","514999999.999999","536000000.000001","409000000","466999999.999999","541999999.999999","604028581.80619","739026892.226679","850040458.839631","1155146229.786","1292696475.95873","1537753884.57502","1733823552.70914","",
"Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28904898117.7385","31992732972.3568","33887047909.2746","30660051910.5037","28610549763.4685","25541379186.6458","27884615384.6154","30700897874.8704","27251534529.5892","30484399895.6472","33896600870.7706","28420321951.542","19842519685.0394","24062500000","33384615384.6154","44000000000","56484375000","71803278688.5246","93167701863.354","62360446570.9729","","","","",
"St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","103444442.61755","133414812.458624","152244441.755711","143588880.427092","154503700.97507","197088885.408174","189166669.251789","225777773.790398","242385180.904509","273977784.791007","311511105.609627","397192573.726067","431470356.824403","477996270.0768","492029620.940073","517566663.452036","560811083.429052","566370360.367909","604411088.584974","657529594.313535","692507395.177286","764457723.425116","708290496.305954","723027643.082723","781338352.904771","858255380.398219","908558306.769096","1018069266.61284","1132407669.55652","1174876792.07407","1173930131.2963","1208853571.11111","1259078381.85185","1238640740.74074","",
"Latin America & Caribbean (all income levels)","LCN","GDP (current US$)","NY.GDP.MKTP.CD","81146546984.7066","86172495758.4991","99180064409.5892","99484739052.2019","110704875320.296","119570814490.247","131113720825.513","134288868343.493","144676006872.458","161962309303.694","176075961028.134","196585237238.653","221044854272.983","289397117282.101","375899535773.505","394569655549.753","438769318338.043","483057581281.596","547786101332.066","651694912134.328","776098524039.39","893973331718.12","836637523629.809","742363596687.617","732731751269.48","753303973911.335","767261614995.971","807726683415.287","915367659157.346","1002023290971.55","1167884281388.01","1241067009926.7","1345108768390.81","1567922814636.98","1788402228226.96","1897616668323.47","2051173818501.66","2245741456979.81","2254559148931.68","2044491107674.55","2263014377922.85","2210320388589.15","1988037620671.1","2043462683117.47","2340519606899.54","2827090726757.96","3303823175135.28","3880409847647.22","4502190022874.33","4233752402948.23","5211670953427.15","5829038647754.48","5827107558830.23","",
"Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","116028309698.905","115997870410.659","108520016855.749","109030612866.307","118307785074.39","128321121857.821","141204291081.944","144737842015.712","147587400149.06","152774380100.457","156873606447.551","137992126968.484","138975576631.035","130500693559.85","148705669743.723","158564650533.918","167880076725.35","168866359772.906","170604585912.263","178410556865.766","183269559585.432","197779335996.569","222192264398.497","259457459505.376","303385414581.712","353782571203.965","431480296067.695","529756493150.939","522775338152.171","587258821447.054","667502301277.744","705083929800.197","",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","22451304877.3573","23252547063.9554","25232629998.4837","30070250084.8859","25959897024.603","30119551068.265","33176481480.5397","33609738305.6948","35017524403.5667","39180837952.7014","40860336921.7236","43612705152.4482","42534638207.2877","51886633839.9557","65425062876.6806","82201262239.959","68368364158.4653","76361694752.003","91458648662.585","101860588604.657","110889424170.421","110098267309.151","111011537842.898","104099962927.477","101763557514.313","106493508567.538","115238228524.439","121935267752.955","132142309238.975","133905782195.355","142355355924.373","143602989404.72","131543691192.585","128836127849.66","120672743710.986","138069375759.559","154318251297.908","160341822674.877","163985048519.929","162956716932.152","163073845110.672","166728987349.259","174327848787.565","191606333089.864","214518123196.851","238956697106.276","261718265308.116","307808733335.066","364556227806.515","379547706536.423","415202016269.529","466919352951.104","505795509672.345","",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90099360.773871","104889797.836543","124940284.905398","165928854.016146","193980461.926317","246389070.12372","272489354.107335","303493105.419053","436912093.134986","503173087.228041","534699256.772624","511647837.146855","522096760.52682","524023708.331749","502620920.656533","529073612.453579","779357946.9847","1052849231.31947","1161757671.01756","1119983791.43298","1421508901.19317","1484160640.17108","1631176617.19198","1673085622.79346","1948128895.93238","2428524749.69396","2504013003.9401","2298390584.38482","2479698578.66241","2664105901.18863","2483890593.70545","2491800558.77674","2688617884.8748","3070803431.476","3454374260.73671","3658356377.80983","3988775843.87205","4602346923.40322","4929414914.73469","4826167676.3641","","","","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1419629929.41176","1454342131.09244","1458609619.75309","1241387713.61345","1321840726.05042","1698319327.73109","1751470588.23529","1859465020.57613","1801176470.58824","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091930835.7349","15794972847.1683","15656342015.855","16330810303.9159","15746224409.8","17102623876.2283","18881765437.2151","20662525941.2986","24405791044.7761","28267410542.5164","32351184234.3157","40715240468.9375","42067974595.4411","49567521669.9098","59184308582.7982","59423009404.3887","",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","87493395895.9447","92909963331.5773","94749782339.8128","105376397469.993","120061086849","128823620255.516","114557485398.903","121766850103.337","130788965143.668","145908477705.293","161253998045.232","167956849402.492","182017767752.782","216422603306.484","275369093293.15","298811214904.557","337009062490.543","387662632114.596","432382280235.947","490760356951.854","610194470032.766","646476346392.603","652830332329.889","639085567905.97","631551119739.824","660434301174.971","687295180004.405","756654308484.817","792287488462.293","803789522794.648","860788528415.27","827258279631.267","866516127918.821","868816236914.421","945435425466.581","1060789739997.44","1157075604054.62","1194806165515.68","1073480897299.65","1170903832603.78","1239318905845.33","1251316462309.39","1344350698513.42","1540098643733.47","1765740457858.86","2036944282411.39","2423543790258.63","2989432554161.58","3324209361488.12","3406226241537.9","4294925581301.9","4865121208506.49","5037888598071.18","",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","295178465790.611","282480693800.881","293547148019.862","315998025609.081","350871256463.085","387860308327.661","401056232540.128","411823696072.143","435688177729.866","487218416803.635","533022164528.47","574141533534.06","642209555003.953","812029776572.101","1030268273259.04","1138156699048.2","1228524212356.86","1382057334385.86","1502995047147.86","1775872988565.96","2065361425267.42","2242797980419.78","2222746571955.5","2174966069306.82","2199890371551.39","2316795916467.47","2425870370730.96","2493802497744.7","2693714713131","2862000987762.4","3167079175323.99","3215582664088.01","3421393877732.22","3702849367140.36","4082014739849.23","4600818591365.82","5049297954021.69","5353426300232.75","5302892296100.02","5250115473995.98","5673551151667.42","5700436913857.55","5796224862115.74","6498861954193.91","7616118694647.29","8983871340405.01","10559756914435.9","12996805432639.7","15493833198562.1","15463325410786","18727239388623.5","21795612933337.6","22977985488015","",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579986.1818375","35699985.7342857","41859983.2727507","47039981.2028235","51939979.2447843","54879978.0699607","56699977.342689","59261976.3189142","61445975.4461882","65967973.6391977","68739972.531507","76480285.1113442","80915356.8286738","121188698.642069","150851315.734636","149558945.403731","147659999.8716","193314999.8319","266569999.7682","290134729.683747","431542682.236011","434174015.356422","326943105.06776","355443856.107047","302993843.582478","247680796.95087","290586782.563617","369345623.025164","429740033.671033","451447042.192568","544578771.154847","608767923.978249","720543405.435398","721599288.030197","755041471.894349","859092080.83075","815937450.997912","859816180.473144","819422421.755032","801540664.712419","771200632.484425","706430933.003007","656802669.110291","969181550.992505","1234197704.43821","1368405301.24444","1428842600.12112","1597484735.65523","1630667593.27628","1716836000.19013","2203835214.2935","2524534244.77677","2447573299.47777","",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10506695073.8054","10287023246.234","8562311026.88874","7424597884.34971","6958636949.80629","7904895790.98773","8426600000","10128700000","11254050000","10971375000","11434200000","12159225000","14163949141.8999","18608709856.5781","22551543054.4565","25962254180.8029","30088510798.0993","39103973050.6292","47252926428.6698","36846183172.3027","36306384146.1075","42872072870.904","42343521965.7483","",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1445204630.64758","1505684112.92952","1885307918.58925","2587382707.69984","3156198933.6055","3096414882.44656","3394079657.23921","3756663105.11639","4677872752.87236","5469434739.58236","5967924324.03614","5010110735.74331","4562651737.00801","4485226128.18546","4400183010.95008","4537763200.38157","6627975486.88712","8249188099.76451","9336997885.61073","9951164658.26656","12668658431.6083","13714989140.5236","15384954868.2902","15788267747.294","17549235946.3593","20673371647.5096","20579153094.4625","18514433919.7113","19351522560.569","21185382484.5515","20267551133.2228","20196868008.9485","22568793525.3153","29144582392.7765","34077095478.4477","37643013480.575","42544669010.8776","51320626630.4244","54742739956.7876","49420776474.8702","52053324635.073","58009863402.8645","55143003983.04","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","5715853652.87783","6827011058.96701","7690315589.14665","7447002856.7553","6756418263.69451","4848056772.31365","4467987271.30202","5060854731.05477","5235719778.6716","5585292782.56922","6133234179.75373","6616957681.24198","7288524472.50101","7833068425.39159","8313047743.57121","9314784080.02692","11186452600.7262","13761569544.9926","16041840426.2666","19935046397.2163","28765687041.6504","33669367720.4659","25875781250","24009680459.9868","28480338367.6157","28372577696.5265","",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1021654718.38063","1016585687.26284","1182693473.21523","1222072820.96053","1376075267.86671","1786734514.03852","2087122775.99803","2478807840.95695","2990180515.91709","3464946372.23975","4581185870.73434","5280218134.80932","5868546010.7157","6560672250.97816","6628525682.86805","6674552884.69073","6186475687.55405","5916957024.96919","6101794938.88536","6514271488.1434","7008026414.60895","7926373572.23623","10258324479.1391","11792570015.7933","14568709574.0036","18054684854.2242","20731022857.2408","21313263933.1019","28359706123.0951","36796998498.2098","43582271461.8341","",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037154692.20616","2025693478.27347","2379611069.94995","2657252502.2073","2798345225.92842","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","18820809835.899","15280300833.285","15423825336.2112","13941571864.4973","12751251347.8236","12869611447.8784","16994563068.4065","18745983476.9273","22198388383.6938","22847197923.6985","25820725667.7109","27836559831.3913","28450632466.6198","26801064630.6054","30351265891.5571","32986182669.7892","36638763638.8669","33414747559.5675","40021694630.8991","39734023742.7921","37020609824.9576","37724674865.0801","40416114690.137","49822651701.729","56948015336.0397","59523857868.0203","65637107776.2619","75226318359.375","88882967741.9355","90908402631.2523","90770671431.6696","99211339029.2806","95981572517.1671","",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497547.84881","2737066955.91266","2574439973.17387","2720297738.93904","3130270918.79061","3137848783.08404","2840182191.77105","2934578788.86478","2906009307.6651","2647883820.18625","2671401082.76436","2905973022.1746","3588988600.70294","4110348444.49411","4280072625.97622","4663488363.0977","5974371695.95045","6919241412.09365","5557579883.30092","5350993377.48344","6074506533.22213","","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3592856080.02915","3094567110.11286","2319243406.66602","2371812923.88379","1702314352.74439","1752995313.76689","1695130483.83918","1930071445.21194","1639497206.70391","1170785047.79461","1288420222.94787","1480656884.38462","1661818168.4226","1980901553.51226","2598231467.43671","2988172424.46608","3408454197.89191","4402495921.29332","6054806100.84681","5439422031.39627","5811622393.98689","7015201445.77502","7252769934.44626","",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.886165","699161943.289594","739286907.013202","759345862.88991","802482183.814987","833563473.067604","900264582.850373","956436931.54542","1031669636.5516","1056391054.93489","1111859569.93913","1199507630.01017","1341590681.50588","1653062348.36838","1917508190.09298","2283049233.9685","2181844193.95789","2358930407.0893","2669755114.87848","3463565882.12958","4042139901.66041","3594868208.97731","3526198069.44621","3511573992.43574","2939485471.84909","2857889712.72427","3258288890.31495","2565634382.1436","2442507588.42847","2498059014.7402","3081479800.27765","2653141958.49997","3024459293.84329","3370842210.86422","2977040884.30758","3159901108.54439","3995028428.89408","3545776813.17266","3738704582.02336","3717515282.53878","3877673634.58854","4529575232.98509","4397254714.88337","5474030227.58602","4363934416.54784","5038577519.49857","5515236338.4864","7342905883.1691","9394330368.35779","8589560142.44925","8837041787.49382","9911781296.64175","9975124872.405","",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47935843.7935844","57829787.2340426","109503546.099291","127154929.577465","141902097.902098","141268980.477223","168610478.359909","189535398.230089","215089005.235602","244468292.682927","284853358.561968","322326642.335766","355884383.08887","398988954.970263","450382327.952421","508223603.228547","540096400.169924","589239757.009346","624337143.585387","802442810.457516","828240882.492352","949867661.833266","1075605492.18297","992473987.301945","1303375806.06689","1541978558.62324","1891633531.16451","1984639640.86858","2134104883.7014","2153636962.94601","2222429330.40067","",
"Middle East & North Africa (all income levels)","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","39724388421.5229","44486904045.6812","49178589210.584","57503418713.4766","70507246142.3461","95360914777.3451","172447549011.993","187935664830.647","232935080529.767","269889541279.867","285599513335.185","369045625752.641","472720950036.62","506777857548.151","498802916809.298","504419693681.51","506432325249.002","513096152973.023","525461731422.592","476381990336.57","465361586005.888","479582088068.693","535026854105.113","535724011460.69","582493883039.159","586756072505.586","609781389618.263","690463279871.352","778510569796.74","809194811311.182","791004789250.908","840925629168.846","941740937931.957","940043602457.887","939673976832.686","1053295013690.14","1229750253342.86","1476660940652.96","1738571926515.9","2051257542735.67","2592435487250.51","2306331399422.88","2695507199391.85","3285461950730.63","3508480530641.29","",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13056164925.448","14153954349.0897","15221053213.1887","16936337667.6289","20070134740.9317","21829715343.885","24337233447.2126","26556372081.1925","29363632833.6577","32515754313.9653","35541711470.3873","39200879415.8614","45178119326.7936","55271303176.3935","71976542927.466","88003982688.6386","89023916066.8009","81825780563.8082","102517450025.753","134540322292.806","194356825709.199","250083027275.13","173720847690.773","148866911934.175","175632163244.416","184473097296.041","129440191340.197","140263673924.031","183144276294.09","222977042346.502","262709785592.711","314453895611.752","363609268789.416","510190972633.84","534119249743.367","347270048647.104","401777516320.72","486229121799.259","507980069261.643","586690161460.681","692177614209.703","733461550751.4","750477694898.257","722164975397.307","774800766586.23","870215085180.847","966249852838.419","1043459078119.64","1099070673263.38","895354565566.632","1047368841686.06","1159889566239.49","1178126184343.49","",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","106289109.336044","108702067.992581","107978893.139292","110937729.412641","115152142.737309","124735071.905407","126887585.451759","131106365.539613","137556822.771548","143352031.172085","149739017.444696","152565763.149451","151560778.381533","163200000","170700000","182400000","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","275849990792.552","262420221567.302","271758943345.435","290253801364.934","328135501132.128","361597784041.403","372328003972.11","382678794359.049","405270416871.2","453186559812.159","497315351111.086","535981239684.628","604230858098.905","765435789838.808","971457931854.601","1065812520901.99","1165564788879.54","1311638739495.25","1420166186023.93","1682611868142.36","1962521907648.47","2139058943853.6","2118407347281.1","2076512585837.36","2103149791839.82","2215459080704.04","2316795398600.04","2378851076268.49","2569212803382.39","2735011882074.97","3031300264726.07","3078513042251.22","3294053894812.9","3576863860187.88","3961910143955.95","4463639748813.96","4896295935585.67","5194082653889.62","5140541104937.68","5088851878084.64","5510677485083.41","5534271131915.08","5623001114738.23","6308066610418.1","7401440047503.35","8743102863076.11","10293710631116.5","12682027360097.1","15120701165021.1","15076316119243.8","18300067708039.2","21313686588950.8","22457220754605.4","",
"Macedonia, FYR","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4471828621.90813","4694744806.58659","2316618514.75247","2550194959.23946","3381270266.71373","4449375525.5599","4422159848.93929","3735312200.7332","3571043201.50842","3673288165.87004","3586883988.95646","3436961384.81241","3791306757.66238","4756221628.61111","5514253043.38147","5985809059.97008","6560546900.04109","8159825620.389","9834038366.88837","9313573964.98007","9338665630.76177","10439099881.1349","9612518136.34871","",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.836101","343771973.18594","339913866.756618","359772314.994898","430096741.954649","486617279.362262","563683703.008579","538747340.567246","830710613.969321","939228016.013939","1049838549.91245","1222702571.75657","1595422953.90213","1787338105.26429","1493651106.01184","1327378899.51094","1294458069.91867","1311342831.35984","1313685007.54614","1678328288.56336","1931545340.21897","1947794155.27683","2007784672.59999","2421172496.58602","2422840268.74081","2852581755.30527","2677966905.01596","1762703059.26754","2466160215.33319","2619086427.60676","2475185559.41167","2596828335.69789","2570429654.9005","2422482317.56719","2629739067.46746","3342824259.82493","4362439886.7199","4874178417.19164","5305317554.72495","6122644014.78684","7145394015.23154","8737687352.70079","8964480570.32521","9422267259.9894","10675915550.1396","10387718375.334","",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250728829.112117","264578308.927222","295106775.012466","345616069.513506","376081181.817504","474618292.692559","527936892.800231","625563347.403691","793673674.476254","1001288245.08798","1250199056.41834","1243509858.29479","1234474742.04426","1165730172.87418","1101807300.90927","1117797224.84509","1435038037.42227","1751293215.65363","2019503791.23407","2118655299.63572","2547330284.04418","2750215016.02264","3021944632.33295","2709194765.69239","2998504391.77827","3599683395.46889","3671827860.9798","3633464750.30678","3809619583.8411","3907947937.46914","3957418082.79925","3917620727.92241","4296164768.28161","5119621569.32049","5643525281.93441","5980795755.74103","6390123590.13841","7513834699.60697","8554293727.08674","8099400960.97627","8163841059.60265","9151793160.96747","8740973917.51253","",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282541604529.388","288407082363.824","328544552227.191","377937654813.838","390790461868.001","402105931282.153","418184236433.748","436072802066.191","446616972680.97","437370413961.51","486920025540.059","561970350812.035","655441849307.413","764393238794","937047673794.017","1186682799921.05","1138069937539.21","1313014634388.68","1567517693718.32","1662690249120.98","",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984279596.4","1159891560","1284504508.58333","1707662607.75","2073255525.20487","2257181942.54446","2696020574.58286","3668857103.75034","4519731946.68229","4157852771.6","4114780573.5","4501811520","4373170811.72835","",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099114.66667","2552401920","2725736618.66667","2098734592","2186505472","2896178858.66667","3020611584","3204461568","3576966794.66667","2560785662.91532","2379018323.22625","1317611862.77556","768401665.820307","925817089.527828","1452165052.54713","1345719435.14958","1180934217.40119","1124440238.12551","1057408608.43579","1136896162.14218","1267997923.03269","1396555772.03794","1595297301.45651","1992066758.84423","2523359940.71209","3414053250.94549","4234894168.15659","5623236707.52471","4583834427.36474","6200357070.1148","8761426370.55877","10271393281.3833","",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","3526260656.87765","3532145354.92723","3615066120.79773","3237772713.9942","3372772210.66024","4458235363.8511","5243440331.87466","2353864107.17114","2093393515.18424","2314103650.97639","2512109505.42404","2748955274.34396","1968901449.82406","2027650517.82227","2162771442.38775","2246791389.00157","3241719358.05202","3810025425.38063","4324474009.61438","4536278939.24475","4310090791.18029","4075049537.3821","4201332885.28416","4666197195.33585","5697991241.44882","6578515331.19659","7095910827.74363","8035635713.16184","9891003404.78197","9674037707.314","9274448731.91612","12568440512.7595","14243717484.4635","",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","92609221.8000538","107726181.218304","111148586.402234","113797356.976006","151897168.025178","172767212.638348","180340653.822049","191221777.800889","210695184.327398","199643443.874909","209348253.104646","227051055.634483","265009395.781864","333731875.186629","414772351.086572","475916514.096197","524407932.295968","540635390.203281","544424605.052283","644070364.540435","709041451.695003","747994681.048424","750214409.950924","788371855.36131","726937320.344594","683193885.003343","802890746.836975","909820553.075882","957377507.370389","981529400.582536","1019600770.35569","1443688856.15013","1464392409.33441","1249945001.95842","1315932677.59993","1415296645.18954","1442598429.56592","1401946882.22158","1375114088.01985","1405662577.97303","1293653473.22014","1295536829.06554","1324424463.41007","1563072653.30951","1833445283.01887","2184444848.94895","3040718540.58079","3356758533.56708","3790240830.66288","3027020111.5163","3671380305.41277","4273232647.83585","4199051817.05876","",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","706988627.655376","827093630.324692","1019634978.35642","1216227805.46355","1136544231.36451","1147187567.65208","1082934402.19357","1094857359.69514","1044926097.46651","1080643202.28309","1469050658.08639","1888752207.107","2143480497.18502","2191101651.23305","2653485952.13319","2856889162.09058","3224265824.18732","3263363787.82618","3558143642.14256","4040342059.56741","4421952121.4867","4187375887.65947","4169672974.23128","4291171395.71086","4582562397.94313","4536544699.05727","4767303153.04439","5609836353.56371","6385691315.22535","6283796155.23716","6731536244.19443","7792063566.51501","9641077098.19803","8834661042.93519","9718331362.63822","11250559552.9847","10486037633.994","",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","162960130.465802","174580139.768776","183120146.605902","190820152.770523","194740155.908875","229460183.705713","260400208.476282","269812781.79847","245160098.113071","265800106.373203","290520116.266151","365389567.21636","406084197.385471","444302221.260027","548618789.94423","613196872.560739","670309252.98248","806265763.845459","948983346.706692","1058297637.16218","1237662106.19397","1237686924.81183","1180094061.48178","1223225049.97144","1208026105.22578","1131349973.61292","1183671770.92928","1183071377.49194","1379923808.24718","1590201669.18874","1880784193.28064","2203536041.0229","1799529368.75373","2070647130.01298","1181801915.08979","1397454123.06868","2281039098.71225","2663238981.09817","1750585204.64653","1775920039.08836","1743506286.64581","1716502069.29157","2665158942.8967","2424656666.0654","2625127097.7198","2754995876.60249","3116789657.89251","3647817218.57435","4276769712.29181","5030639934.35772","5398616984.59149","5621000677.89922","4263794983.9006","",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","2441020461.96574","2422724545.02623","2543810830.68455","2708474919.40261","2899751387.78472","3187851274.02843","3392767687.16149","3515850936.49868","3667209741.97392","4050763016.35468","4276665285.75357","4514334715.05719","5364357955.45827","8150688760.48274","10100863610.7616","9890359225.08049","11753574870.1705","13975278668.2126","16658322458.6295","21602645098.2363","24937045114.1549","25463038428.6775","27287163523.1103","30682563370.1165","34565849168.8384","31772244236.5624","28243103019.7412","32181695658.7954","35271881995.8247","38848565930.1651","44023808215.1766","49133851511.5406","59151684123.1795","66894448089.1039","74481194898.7163","88832454351.7055","100851389334.173","100168846973.444","72175568305.8018","79148158887.9154","93789473684.2105","92783947368.4211","100845526315.789","110202368421.053","124749736842.105","143533152129.483","162692467585.806","193552802791.702","230987618903.551","202251384991.501","247533525517.698","289258937258.632","305032745224.598","",
