year,matchNumber,venue,home,homeCode,homeId,away,awayCode,awayId,link,result
1982,Match 21,Valencia,Spain,ESP,43969,Yugoslavia,YUG,43975,/worldcup/matches/round=293/match=903/index.html#nosticky,2-1
1982,Match 22,Oviedo,Algeria,ALG,43843,Austria,AUT,43934,/worldcup/matches/round=293/match=739/index.html#nosticky,0-2
1982,Match 23,Valladolid,France,FRA,43946,Kuwait,KUW,43823,/worldcup/matches/round=293/match=919/index.html#nosticky,4-1
1982,Match 24,Zaragoza,Honduras,HON,43909,Northern Ireland,NIR,43952,/worldcup/matches/round=293/match=959/index.html#nosticky,1-1
1982,Match 25,La CoruÃ±A,Poland,POL,43962,Peru,PER,43929,/worldcup/matches/round=293/match=1055/index.html#nosticky,5-1
1982,Match 26,Elche,Belgium,BEL,43935,Hungary,HUN,43950,/worldcup/matches/round=293/match=779/index.html#nosticky,1-1
1982,Match 27,Malaga,Soviet Union,URS,44026,Scotland,SCO,43967,/worldcup/matches/round=293/match=1071/index.html#nosticky,2-2
1982,Match 28,Vigo,Italy,ITA,43954,Cameroon,CMR,43849,/worldcup/matches/round=293/match=828/index.html#nosticky,1-1
1982,Match 29,Alicante,Argentina,ARG,43922,El Salvador,SLV,43904,/worldcup/matches/round=293/match=751/index.html#nosticky,2-0
1982,Match 30,Seville,Brazil,BRA,43924,New Zealand,NZL,43978,/worldcup/matches/round=293/match=789/index.html#nosticky,4-0
1982,Match 31,Oviedo,Algeria,ALG,43843,Chile,CHI,43925,/worldcup/matches/round=293/match=740/index.html#nosticky,3-2
1982,Match 32,Valladolid,France,FRA,43946,Czechoslovakia,TCH,44025,/worldcup/matches/round=293/match=922/index.html#nosticky,1-1
1982,Match 33,Zaragoza,Honduras,HON,43909,Yugoslavia,YUG,43975,/worldcup/matches/round=293/match=962/index.html#nosticky,0-1
1982,Match 34,Gijon,Germany FR,FRG,44023,Austria,AUT,43934,/worldcup/matches/round=293/match=770/index.html#nosticky,1-0
1982,Match 35,Bilbao,England,ENG,43942,Kuwait,KUW,43823,/worldcup/matches/round=293/match=882/index.html#nosticky,1-0
1982,Match 36,Valencia,Northern Ireland,NIR,43952,Spain,ESP,43969,/worldcup/matches/round=293/match=902/index.html#nosticky,1-0
1982,Match 37,Madrid,Austria,AUT,43934,France,FRA,43946,/worldcup/matches/round=294/match=767/index.html#nosticky,0-1
1982,Match 38,Barcelona,Poland,POL,43962,Belgium,BEL,43935,/worldcup/matches/round=294/match=782/index.html#nosticky,3-0
1982,Match 39,Barcelona,Italy,ITA,43954,Argentina,ARG,43922,/worldcup/matches/round=294/match=753/index.html#nosticky,2-1
1982,Match 40,Madrid,Germany FR,FRG,44023,England,ENG,43942,/worldcup/matches/round=294/match=879/index.html#nosticky,0-0
1982,Match 41,Madrid,Austria,AUT,43934,Northern Ireland,NIR,43952,/worldcup/matches/round=294/match=771/index.html#nosticky,2-2
1982,Match 42,Barcelona,Belgium,BEL,43935,Soviet Union,URS,44026,/worldcup/matches/round=294/match=783/index.html#nosticky,0-1
1982,Match 43,Barcelona,Argentina,ARG,43922,Brazil,BRA,43924,/worldcup/matches/round=294/match=750/index.html#nosticky,1-3
1982,Match 44,Madrid,Germany FR,FRG,44023,Spain,ESP,43969,/worldcup/matches/round=294/match=900/index.html#nosticky,2-1
1982,Match 45,Madrid,France,FRA,43946,Northern Ireland,NIR,43952,/worldcup/matches/round=294/match=920/index.html#nosticky,4-1
1982,Match 46,Barcelona,Poland,POL,43962,Soviet Union,URS,44026,/worldcup/matches/round=294/match=1058/index.html#nosticky,0-0
1982,Match 47,Barcelona,Italy,ITA,43954,Brazil,BRA,43924,/worldcup/matches/round=294/match=788/index.html#nosticky,3-2
1982,Match 48,Madrid,Spain,ESP,43969,England,ENG,43942,/worldcup/matches/round=294/match=877/index.html#nosticky,0-0
1982,Match 49,Barcelona,Poland,POL,43962,Italy,ITA,43954,/worldcup/matches/round=295/match=996/index.html#nosticky,0-2
1982,Match 50,Seville,Germany FR,FRG,44023,France,FRA,43946,/worldcup/matches/round=295/match=914/index.html#nosticky,3-3
1982,Match 51,Alicante,Poland,POL,43962,France,FRA,43946,/worldcup/matches/round=676/match=921/index.html#nosticky,3-2
1982,Match 52,Madrid,Italy,ITA,43954,Germany FR,FRG,44023,/worldcup/matches/round=3475/match=923/index.html#nosticky,3-1
1978,Match 1,Buenos Aires,Germany FR,FRG,44023,Poland,POL,43962,/worldcup/matches/round=278/match=2351/index.html#nosticky,0-0
1978,Match 3,Mar Del Plata,Italy,ITA,43954,France,FRA,43946,/worldcup/matches/round=278/match=2347/index.html#nosticky,2-1
1978,Match 4,Rosario,Tunisia,TUN,43888,Mexico,MEX,43911,/worldcup/matches/round=278/match=2433/index.html#nosticky,3-1
1978,Match 2,Buenos Aires,Argentina,ARG,43922,Hungary,HUN,43950,/worldcup/matches/round=278/match=2199/index.html#nosticky,2-1
1978,Match 6,Mar Del Plata,Sweden,SWE,43970,Brazil,BRA,43924,/worldcup/matches/round=278/match=2253/index.html#nosticky,1-1
1978,Match 5,Buenos Aires,Austria,AUT,43934,Spain,ESP,43969,/worldcup/matches/round=278/match=2216/index.html#nosticky,2-1
1978,Match 7,Cordoba,Peru,PER,43929,Scotland,SCO,43967,/worldcup/matches/round=278/match=2451/index.html#nosticky,3-1
1978,Match 8,Mendoza,Netherlands,NED,43960,IR Iran,IRN,43817,/worldcup/matches/round=278/match=2388/index.html#nosticky,3-0
1978,Match 10,Mar Del Plata,Italy,ITA,43954,Hungary,HUN,43950,/worldcup/matches/round=278/match=2396/index.html#nosticky,3-1
1978,Match 11,Rosario,Poland,POL,43962,Tunisia,TUN,43888,/worldcup/matches/round=278/match=2454/index.html#nosticky,1-0
1978,Match 12,Cordoba,Germany FR,FRG,44023,Mexico,MEX,43911,/worldcup/matches/round=278/match=2350/index.html#nosticky,6-0
1978,Match 9,Buenos Aires,Argentina,ARG,43922,France,FRA,43946,/worldcup/matches/round=278/match=2197/index.html#nosticky,2-1
1978,Match 14,Mar Del Plata,Brazil,BRA,43924,Spain,ESP,43969,/worldcup/matches/round=278/match=2246/index.html#nosticky,0-0
1978,Match 13,Buenos Aires,Austria,AUT,43934,Sweden,SWE,43970,/worldcup/matches/round=278/match=2224/index.html#nosticky,1-0
1978,Match 15,Cordoba,Scotland,SCO,43967,IR Iran,IRN,43817,/worldcup/matches/round=278/match=2408/index.html#nosticky,1-1
1978,Match 16,Mendoza,Netherlands,NED,43960,Peru,PER,43929,/worldcup/matches/round=278/match=2394/index.html#nosticky,0-0
1978,Match 18,Mar Del Plata,France,FRA,43946,Hungary,HUN,43950,/worldcup/matches/round=278/match=2344/index.html#nosticky,3-1
1978,Match 19,Rosario,Poland,POL,43962,Mexico,MEX,43911,/worldcup/matches/round=278/match=2431/index.html#nosticky,3-1
1978,Match 20,Cordoba,Germany FR,FRG,44023,Tunisia,TUN,43888,/worldcup/matches/round=278/match=2352/index.html#nosticky,0-0
1978,Match 17,Buenos Aires,Italy,ITA,43954,Argentina,ARG,43922,/worldcup/matches/round=278/match=2200/index.html#nosticky,1-0
1978,Match 22,Mar Del Plata,Brazil,BRA,43924,Austria,AUT,43934,/worldcup/matches/round=278/match=2215/index.html#nosticky,1-0
1978,Match 21,Buenos Aires,Spain,ESP,43969,Sweden,SWE,43970,/worldcup/matches/round=278/match=2337/index.html#nosticky,1-0
1978,Match 23,Cordoba,Peru,PER,43929,IR Iran,IRN,43817,/worldcup/matches/round=278/match=2405/index.html#nosticky,4-1
1978,Match 24,Mendoza,Scotland,SCO,43967,Netherlands,NED,43960,/worldcup/matches/round=278/match=2395/index.html#nosticky,3-2
1978,Match 25,Buenos Aires,Germany FR,FRG,44023,Italy,ITA,43954,/worldcup/matches/round=279/match=2349/index.html#nosticky,0-0
1978,Match 27,Cordoba,Netherlands,NED,43960,Austria,AUT,43934,/worldcup/matches/round=279/match=2220/index.html#nosticky,5-1
1978,Match 28,Mendoza,Brazil,BRA,43924,Peru,PER,43929,/worldcup/matches/round=279/match=2251/index.html#nosticky,3-0
1978,Match 26,Rosario,Argentina,ARG,43922,Poland,POL,43962,/worldcup/matches/round=279/match=2202/index.html#nosticky,2-0
1978,Match 32,Mendoza,Poland,POL,43962,Peru,PER,43929,/worldcup/matches/round=279/match=2450/index.html#nosticky,1-0
1978,Match 29,Buenos Aires,Italy,ITA,43954,Austria,AUT,43934,/worldcup/matches/round=279/match=2221/index.html#nosticky,1-0
1978,Match 31,Cordoba,Germany FR,FRG,44023,Netherlands,NED,43960,/worldcup/matches/round=279/match=2348/index.html#nosticky,2-2
1978,Match 30,Rosario,Argentina,ARG,43922,Brazil,BRA,43924,/worldcup/matches/round=279/match=2196/index.html#nosticky,0-0
1978,Match 33,Buenos Aires,Netherlands,NED,43960,Italy,ITA,43954,/worldcup/matches/round=279/match=2391/index.html#nosticky,2-1
1978,Match 35,Cordoba,Austria,AUT,43934,Germany FR,FRG,44023,/worldcup/matches/round=279/match=2217/index.html#nosticky,3-2
1978,Match 36,Mendoza,Brazil,BRA,43924,Poland,POL,43962,/worldcup/matches/round=279/match=2252/index.html#nosticky,3-1
1978,Match 34,Rosario,Argentina,ARG,43922,Peru,PER,43929,/worldcup/matches/round=279/match=2201/index.html#nosticky,6-0
1978,Match 37,Buenos Aires,Brazil,BRA,43924,Italy,ITA,43954,/worldcup/matches/round=280/match=2247/index.html#nosticky,2-1
1978,Match 38,Buenos Aires,Argentina,ARG,43922,Netherlands,NED,43960,/worldcup/matches/round=639/match=2198/index.html#nosticky,3-1
1974,Match 3,Frankfurt/Main,Brazil,BRA,43924,Yugoslavia,YUG,43975,/worldcup/matches/round=262/match=1986/index.html#nosticky,0-0
1974,Match 1,Berlin West,Germany FR,FRG,44023,Chile,CHI,43925,/worldcup/matches/round=262/match=2003/index.html#nosticky,1-0
1974,Match 2,Hamburg,German DR,GDR,44024,Australia,AUS,43976,/worldcup/matches/round=262/match=1955/index.html#nosticky,2-0
1974,Match 4,Dortmund,Zaire,ZAI,43890,Scotland,SCO,43967,/worldcup/matches/round=262/match=2176/index.html#nosticky,0-2
1974,Match 5,Hanover,Uruguay,URU,43930,Netherlands,NED,43960,/worldcup/matches/round=262/match=2098/index.html#nosticky,0-2
1974,Match 6,DÃ¼Sseldorf,Sweden,SWE,43970,Bulgaria,BUL,43936,/worldcup/matches/round=262/match=1995/index.html#nosticky,0-0
1974,Match 7,Munich,Italy,ITA,43954,Haiti,HAI,43908,/worldcup/matches/round=262/match=2083/index.html#nosticky,3-1
1974,Match 8,Stuttgart,Poland,POL,43962,Argentina,ARG,43922,/worldcup/matches/round=262/match=1952/index.html#nosticky,3-2
1974,Match 10,Hamburg,Australia,AUS,43976,Germany FR,FRG,44023,/worldcup/matches/round=262/match=1954/index.html#nosticky,0-3
1974,Match 12,Frankfurt/Main,Scotland,SCO,43967,Brazil,BRA,43924,/worldcup/matches/round=262/match=1985/index.html#nosticky,0-0
1974,Match 9,Berlin West,Chile,CHI,43925,German DR,GDR,44024,/worldcup/matches/round=262/match=2004/index.html#nosticky,1-1
1974,Match 11,Gelsenkirchen,Yugoslavia,YUG,43975,Zaire,ZAI,43890,/worldcup/matches/round=262/match=2186/index.html#nosticky,9-0
1974,Match 13,Dortmund,Netherlands,NED,43960,Sweden,SWE,43970,/worldcup/matches/round=262/match=2097/index.html#nosticky,0-0
1974,Match 14,Hanover,Bulgaria,BUL,43936,Uruguay,URU,43930,/worldcup/matches/round=262/match=1996/index.html#nosticky,1-1
1974,Match 15,Munich,Haiti,HAI,43908,Poland,POL,43962,/worldcup/matches/round=262/match=2085/index.html#nosticky,0-7
1974,Match 16,Stuttgart,Argentina,ARG,43922,Italy,ITA,43954,/worldcup/matches/round=262/match=1949/index.html#nosticky,1-1
1974,Match 19,Frankfurt/Main,Scotland,SCO,43967,Yugoslavia,YUG,43975,/worldcup/matches/round=262/match=2175/index.html#nosticky,1-1
1974,Match 17,Berlin West,Australia,AUS,43976,Chile,CHI,43925,/worldcup/matches/round=262/match=1953/index.html#nosticky,0-0
1974,Match 20,Gelsenkirchen,Zaire,ZAI,43890,Brazil,BRA,43924,/worldcup/matches/round=262/match=1987/index.html#nosticky,0-3
1974,Match 18,Hamburg,German DR,GDR,44024,Germany FR,FRG,44023,/worldcup/matches/round=262/match=2062/index.html#nosticky,1-0
1974,Match 21,Dortmund,Bulgaria,BUL,43936,Netherlands,NED,43960,/worldcup/matches/round=262/match=1990/index.html#nosticky,1-4
1974,Match 23,Munich,Argentina,ARG,43922,Haiti,HAI,43908,/worldcup/matches/round=262/match=1947/index.html#nosticky,4-1
1974,Match 22,DÃ¼Sseldorf,Sweden,SWE,43970,Uruguay,URU,43930,/worldcup/matches/round=262/match=2181/index.html#nosticky,3-0
1974,Match 24,Stuttgart,Poland,POL,43962,Italy,ITA,43954,/worldcup/matches/round=262/match=2129/index.html#nosticky,2-1
1974,Match 27,DÃ¼Sseldorf,Yugoslavia,YUG,43975,Germany FR,FRG,44023,/worldcup/matches/round=263/match=2066/index.html#nosticky,0-2
1974,Match 25,Hanover,Brazil,BRA,43924,German DR,GDR,44024,/worldcup/matches/round=263/match=1982/index.html#nosticky,1-0
1974,Match 26,Gelsenkirchen,Netherlands,NED,43960,Argentina,ARG,43922,/worldcup/matches/round=263/match=1948/index.html#nosticky,4-0
1974,Match 28,Stuttgart,Sweden,SWE,43970,Poland,POL,43962,/worldcup/matches/round=263/match=2167/index.html#nosticky,0-1
1974,Match 30,Hanover,Argentina,ARG,43922,Brazil,BRA,43924,/worldcup/matches/round=263/match=1945/index.html#nosticky,1-2
1974,Match 32,Frankfurt/Main,Poland,POL,43962,Yugoslavia,YUG,43975,/worldcup/matches/round=263/match=2170/index.html#nosticky,2-1
1974,Match 29,Gelsenkirchen,German DR,GDR,44024,Netherlands,NED,43960,/worldcup/matches/round=263/match=2067/index.html#nosticky,0-2
1974,Match 31,DÃ¼Sseldorf,Germany FR,FRG,44023,Sweden,SWE,43970,/worldcup/matches/round=263/match=2065/index.html#nosticky,4-2
1974,Match 35,Frankfurt/Main,Poland,POL,43962,Germany FR,FRG,44023,/worldcup/matches/round=263/match=2064/index.html#nosticky,0-1
1974,Match 34,Dortmund,Netherlands,NED,43960,Brazil,BRA,43924,/worldcup/matches/round=263/match=1983/index.html#nosticky,2-0
1974,Match 33,Gelsenkirchen,Argentina,ARG,43922,German DR,GDR,44024,/worldcup/matches/round=263/match=1946/index.html#nosticky,1-1
1974,Match 36,DÃ¼Sseldorf,Sweden,SWE,43970,Yugoslavia,YUG,43975,/worldcup/matches/round=263/match=2182/index.html#nosticky,2-1
1974,Match 37,Munich,Brazil,BRA,43924,Poland,POL,43962,/worldcup/matches/round=264/match=1984/index.html#nosticky,0-1
1974,Match 38,Munich,Netherlands,NED,43960,Germany FR,FRG,44023,/worldcup/matches/round=605/match=2063/index.html#nosticky,1-2
1970,Match 1,Mexico City,Mexico,MEX,43911,Soviet Union,URS,44026,/worldcup/matches/round=250/match=1902/index.html#nosticky,0-0
1970,Match 2,Puebla,Uruguay,URU,43930,Israel,ISR,43984,/worldcup/matches/round=250/match=1881/index.html#nosticky,2-0
1970,Match 4,Leon,Peru,PER,43929,Bulgaria,BUL,43936,/worldcup/matches/round=250/match=1780/index.html#nosticky,3-2
1970,Match 3,Guadalajara,England,ENG,43942,Romania,ROU,43964,/worldcup/matches/round=250/match=1812/index.html#nosticky,1-0
1970,Match 6,Toluca,Italy,ITA,43954,Sweden,SWE,43970,/worldcup/matches/round=250/match=1883/index.html#nosticky,1-0
1970,Match 8,Leon,Germany FR,FRG,44023,Morocco,MAR,43872,/worldcup/matches/round=250/match=1839/index.html#nosticky,2-1
1970,Match 7,Guadalajara,Brazil,BRA,43924,Czechoslovakia,TCH,44025,/worldcup/matches/round=250/match=1770/index.html#nosticky,4-1
1970,Match 5,Mexico City,Belgium,BEL,43935,El Salvador,SLV,43904,/worldcup/matches/round=250/match=1747/index.html#nosticky,3-0
1970,Match 10,Puebla,Uruguay,URU,43930,Italy,ITA,43954,/worldcup/matches/round=250/match=1884/index.html#nosticky,0-0
1970,Match 12,Leon,Peru,PER,43929,Morocco,MAR,43872,/worldcup/matches/round=250/match=1893/index.html#nosticky,3-0
1970,Match 11,Guadalajara,Romania,ROU,43964,Czechoslovakia,TCH,44025,/worldcup/matches/round=250/match=1919/index.html#nosticky,2-1
1970,Match 9,Mexico City,Soviet Union,URS,44026,Belgium,BEL,43935,/worldcup/matches/round=250/match=1753/index.html#nosticky,4-1
1970,Match 14,Toluca,Sweden,SWE,43970,Israel,ISR,43984,/worldcup/matches/round=250/match=1880/index.html#nosticky,1-1
1970,Match 16,Leon,Germany FR,FRG,44023,Bulgaria,BUL,43936,/worldcup/matches/round=250/match=1774/index.html#nosticky,5-2
1970,Match 15,Guadalajara,Brazil,BRA,43924,England,ENG,43942,/worldcup/matches/round=250/match=1764/index.html#nosticky,1-0
1970,Match 13,Mexico City,Mexico,MEX,43911,El Salvador,SLV,43904,/worldcup/matches/round=250/match=1820/index.html#nosticky,4-0
1970,Match 18,Puebla,Sweden,SWE,43970,Uruguay,URU,43930,/worldcup/matches/round=250/match=1922/index.html#nosticky,1-0
1970,Match 20,Leon,Germany FR,FRG,44023,Peru,PER,43929,/worldcup/matches/round=250/match=1840/index.html#nosticky,3-1
1970,Match 19,Guadalajara,Brazil,BRA,43924,Romania,ROU,43964,/worldcup/matches/round=250/match=1769/index.html#nosticky,3-2
1970,Match 17,Mexico City,Soviet Union,URS,44026,El Salvador,SLV,43904,/worldcup/matches/round=250/match=1823/index.html#nosticky,2-0
1970,Match 22,Toluca,Italy,ITA,43954,Israel,ISR,43984,/worldcup/matches/round=250/match=1877/index.html#nosticky,0-0
1970,Match 24,Leon,Bulgaria,BUL,43936,Morocco,MAR,43872,/worldcup/matches/round=250/match=1779/index.html#nosticky,1-1
1970,Match 23,Guadalajara,England,ENG,43942,Czechoslovakia,TCH,44025,/worldcup/matches/round=250/match=1813/index.html#nosticky,1-0
1970,Match 21,Mexico City,Mexico,MEX,43911,Belgium,BEL,43935,/worldcup/matches/round=250/match=1752/index.html#nosticky,1-0
1970,Match 26,Toluca,Italy,ITA,43954,Mexico,MEX,43911,/worldcup/matches/round=251/match=1882/index.html#nosticky,4-1
1970,Match 28,Leon,Germany FR,FRG,44023,England,ENG,43942,/worldcup/matches/round=251/match=1811/index.html#nosticky,3-2
1970,Match 27,Guadalajara,Brazil,BRA,43924,Peru,PER,43929,/worldcup/matches/round=251/match=1768/index.html#nosticky,4-2
1970,Match 25,Mexico City,Uruguay,URU,43930,Soviet Union,URS,44026,/worldcup/matches/round=251/match=1925/index.html#nosticky,1-0
1970,Match 29,Guadalajara,Brazil,BRA,43924,Uruguay,URU,43930,/worldcup/matches/round=569/match=1771/index.html#nosticky,3-1
1970,Match 30,Mexico City,Italy,ITA,43954,Germany FR,FRG,44023,/worldcup/matches/round=569/match=1838/index.html#nosticky,4-3
1970,Match 31,Mexico City,Germany FR,FRG,44023,Uruguay,URU,43930,/worldcup/matches/round=3477/match=1843/index.html#nosticky,1-0
1970,Match 32,Mexico City,Brazil,BRA,43924,Italy,ITA,43954,/worldcup/matches/round=3476/match=1765/index.html#nosticky,4-1
1966,Match 1,London,England,ENG,43942,Uruguay,URU,43930,/worldcup/matches/round=238/match=1636/index.html#nosticky,0-0
1966,Match 2,Sheffield,Germany FR,FRG,44023,Switzerland,SUI,43971,/worldcup/matches/round=238/match=1656/index.html#nosticky,5-0
1966,Match 3,Liverpool,Brazil,BRA,43924,Bulgaria,BUL,43936,/worldcup/matches/round=238/match=1596/index.html#nosticky,2-0
1966,Match 4,Middlesbrough,Soviet Union,URS,44026,Korea DPR,PRK,43821,/worldcup/matches/round=238/match=1710/index.html#nosticky,3-0
1966,Match 5,London,France,FRA,43946,Mexico,MEX,43911,/worldcup/matches/round=238/match=1650/index.html#nosticky,1-1
1966,Match 7,Manchester,Portugal,POR,43963,Hungary,HUN,43950,/worldcup/matches/round=238/match=1675/index.html#nosticky,3-1
1966,Match 6,Birmingham,Argentina,ARG,43922,Spain,ESP,43969,/worldcup/matches/round=238/match=1578/index.html#nosticky,2-1
1966,Match 8,Sunderland,Italy,ITA,43954,Chile,CHI,43925,/worldcup/matches/round=238/match=1608/index.html#nosticky,2-0
1966,Match 9,London,Uruguay,URU,43930,France,FRA,43946,/worldcup/matches/round=238/match=1653/index.html#nosticky,2-1
1966,Match 10,Sheffield,Spain,ESP,43969,Switzerland,SUI,43971,/worldcup/matches/round=238/match=1641/index.html#nosticky,2-1
1966,Match 11,Liverpool,Hungary,HUN,43950,Brazil,BRA,43924,/worldcup/matches/round=238/match=1597/index.html#nosticky,3-1
1966,Match 12,Middlesbrough,Korea DPR,PRK,43821,Chile,CHI,43925,/worldcup/matches/round=238/match=1609/index.html#nosticky,1-1
1966,Match 15,Manchester,Portugal,POR,43963,Bulgaria,BUL,43936,/worldcup/matches/round=238/match=1602/index.html#nosticky,3-0
1966,Match 14,Birmingham,Germany FR,FRG,44023,Argentina,ARG,43922,/worldcup/matches/round=238/match=1579/index.html#nosticky,0-0
1966,Match 16,Sunderland,Soviet Union,URS,44026,Italy,ITA,43954,/worldcup/matches/round=238/match=1682/index.html#nosticky,1-0
1966,Match 13,London,England,ENG,43942,Mexico,MEX,43911,/worldcup/matches/round=238/match=1634/index.html#nosticky,2-0
1966,Match 17,London,Uruguay,URU,43930,Mexico,MEX,43911,/worldcup/matches/round=238/match=1689/index.html#nosticky,0-0
1966,Match 18,Sheffield,Argentina,ARG,43922,Switzerland,SUI,43971,/worldcup/matches/round=238/match=1582/index.html#nosticky,2-0
1966,Match 19,Liverpool,Portugal,POR,43963,Brazil,BRA,43924,/worldcup/matches/round=238/match=1598/index.html#nosticky,3-1
1966,Match 20,Middlesbrough,Korea DPR,PRK,43821,Italy,ITA,43954,/worldcup/matches/round=238/match=1679/index.html#nosticky,1-0
1966,Match 21,London,England,ENG,43942,France,FRA,43946,/worldcup/matches/round=238/match=1632/index.html#nosticky,2-0
1966,Match 23,Manchester,Hungary,HUN,43950,Bulgaria,BUL,43936,/worldcup/matches/round=238/match=1599/index.html#nosticky,3-1
1966,Match 22,Birmingham,Germany FR,FRG,44023,Spain,ESP,43969,/worldcup/matches/round=238/match=1637/index.html#nosticky,2-1
1966,Match 24,Sunderland,Soviet Union,URS,44026,Chile,CHI,43925,/worldcup/matches/round=238/match=1610/index.html#nosticky,2-1
1966,Match 25,London,England,ENG,43942,Argentina,ARG,43922,/worldcup/matches/round=239/match=1577/index.html#nosticky,1-0
1966,Match 26,Sheffield,Germany FR,FRG,44023,Uruguay,URU,43930,/worldcup/matches/round=239/match=1660/index.html#nosticky,4-0
1966,Match 27,Sunderland,Soviet Union,URS,44026,Hungary,HUN,43950,/worldcup/matches/round=239/match=1676/index.html#nosticky,2-1
1966,Match 28,Liverpool,Portugal,POR,43963,Korea DPR,PRK,43821,/worldcup/matches/round=239/match=1702/index.html#nosticky,5-3
1966,Match 29,Liverpool,Germany FR,FRG,44023,Soviet Union,URS,44026,/worldcup/matches/round=536/match=1659/index.html#nosticky,2-1
1966,Match 30,London,England,ENG,43942,Portugal,POR,43963,/worldcup/matches/round=536/match=1635/index.html#nosticky,2-1
1966,Match 31,London,Portugal,POR,43963,Soviet Union,URS,44026,/worldcup/matches/round=3479/match=1709/index.html#nosticky,2-1
1966,Match 32,London,England,ENG,43942,Germany FR,FRG,44023,/worldcup/matches/round=3478/match=1633/index.html#nosticky,4-2
1962,Match 1,Arica,Uruguay,URU,43930,Colombia,COL,43926,/worldcup/matches/round=231/match=1479/index.html#nosticky,2-1
1962,Match 3,Vina Del Mar,Brazil,BRA,43924,Mexico,MEX,43911,/worldcup/matches/round=231/match=1461/index.html#nosticky,2-0
1962,Match 4,Rancagua,Argentina,ARG,43922,Bulgaria,BUL,43936,/worldcup/matches/round=231/match=1447/index.html#nosticky,1-0
1962,Match 2,Santiago De Chile,Chile,CHI,43925,Switzerland,SUI,43971,/worldcup/matches/round=231/match=1473/index.html#nosticky,3-1
1962,Match 5,Arica,Soviet Union,URS,44026,Yugoslavia,YUG,43975,/worldcup/matches/round=231/match=1563/index.html#nosticky,2-0
1962,Match 7,Vina Del Mar,Czechoslovakia,TCH,44025,Spain,ESP,43969,/worldcup/matches/round=231/match=1498/index.html#nosticky,1-0
1962,Match 8,Rancagua,Hungary,HUN,43950,England,ENG,43942,/worldcup/matches/round=231/match=1490/index.html#nosticky,2-1
1962,Match 6,Santiago De Chile,Germany FR,FRG,44023,Italy,ITA,43954,/worldcup/matches/round=231/match=1507/index.html#nosticky,0-0
1962,Match 9,Arica,Yugoslavia,YUG,43975,Uruguay,URU,43930,/worldcup/matches/round=231/match=1564/index.html#nosticky,3-1
1962,Match 11,Vina Del Mar,Brazil,BRA,43924,Czechoslovakia,TCH,44025,/worldcup/matches/round=231/match=1462/index.html#nosticky,0-0
1962,Match 12,Rancagua,England,ENG,43942,Argentina,ARG,43922,/worldcup/matches/round=231/match=1450/index.html#nosticky,3-1
1962,Match 10,Santiago De Chile,Chile,CHI,43925,Italy,ITA,43954,/worldcup/matches/round=231/match=1472/index.html#nosticky,2-0
1962,Match 13,Arica,Soviet Union,URS,44026,Colombia,COL,43926,/worldcup/matches/round=231/match=1478/index.html#nosticky,4-4
1962,Match 15,Vina Del Mar,Spain,ESP,43969,Mexico,MEX,43911,/worldcup/matches/round=231/match=1497/index.html#nosticky,1-0
1962,Match 16,Rancagua,Hungary,HUN,43950,Bulgaria,BUL,43936,/worldcup/matches/round=231/match=1470/index.html#nosticky,6-1
1962,Match 14,Santiago De Chile,Germany FR,FRG,44023,Switzerland,SUI,43971,/worldcup/matches/round=231/match=1510/index.html#nosticky,2-1
1962,Match 17,Arica,Soviet Union,URS,44026,Uruguay,URU,43930,/worldcup/matches/round=231/match=1562/index.html#nosticky,2-1
1962,Match 19,Vina Del Mar,Brazil,BRA,43924,Spain,ESP,43969,/worldcup/matches/round=231/match=1460/index.html#nosticky,2-1
1962,Match 20,Rancagua,Hungary,HUN,43950,Argentina,ARG,43922,/worldcup/matches/round=231/match=1451/index.html#nosticky,0-0
1962,Match 18,Santiago De Chile,Germany FR,FRG,44023,Chile,CHI,43925,/worldcup/matches/round=231/match=1471/index.html#nosticky,2-0
1962,Match 21,Arica,Yugoslavia,YUG,43975,Colombia,COL,43926,/worldcup/matches/round=231/match=1480/index.html#nosticky,5-0
1962,Match 23,Vina Del Mar,Mexico,MEX,43911,Czechoslovakia,TCH,44025,/worldcup/matches/round=231/match=1544/index.html#nosticky,3-1
1962,Match 24,Rancagua,England,ENG,43942,Bulgaria,BUL,43936,/worldcup/matches/round=231/match=1464/index.html#nosticky,0-0
1962,Match 22,Santiago De Chile,Italy,ITA,43954,Switzerland,SUI,43971,/worldcup/matches/round=231/match=1532/index.html#nosticky,3-0
1962,Match 25,Arica,Chile,CHI,43925,Soviet Union,URS,44026,/worldcup/matches/round=232/match=1474/index.html#nosticky,2-1
1962,Match 27,Vina Del Mar,Brazil,BRA,43924,England,ENG,43942,/worldcup/matches/round=232/match=1459/index.html#nosticky,3-1
1962,Match 28,Rancagua,Czechoslovakia,TCH,44025,Hungary,HUN,43950,/worldcup/matches/round=232/match=1525/index.html#nosticky,1-0
1962,Match 26,Santiago De Chile,Yugoslavia,YUG,43975,Germany FR,FRG,44023,/worldcup/matches/round=232/match=1511/index.html#nosticky,1-0
1962,Match 30,Vina Del Mar,Czechoslovakia,TCH,44025,Yugoslavia,YUG,43975,/worldcup/matches/round=514/match=1559/index.html#nosticky,3-1
1962,Match 29,Santiago De Chile,Brazil,BRA,43924,Chile,CHI,43925,/worldcup/matches/round=514/match=1458/index.html#nosticky,4-2
