year,match_id,team_id,type,player_id
1998,8787,43960,SUBSTITUTE,170638
1998,8787,43960,SUBSTITUTE,170637
1998,8787,43938,SUBSTITUTE,170756
1998,8787,43938,SUBSTITUTE,170754
1998,8787,43938,SUBSTITUTE,51715
1998,8787,43938,SUBSTITUTE,155699
1998,8787,43938,SUBSTITUTE,170268
1998,8787,43938,SUBSTITUTE,155712
1998,8787,43938,SUBSTITUTE,170755
1998,8787,43938,SUBSTITUTE,155698
1998,8787,43938,SUBSTITUTE,155713
1998,8787,43938,SUBSTITUTE,155707
1998,8787,43938,SUBSTITUTE,170752
2018,300331526,43872,STARTED,395755
2018,300331526,43872,STARTED,400721
2018,300331526,43872,STARTED,305954
2018,300331526,43872,STARTED,398599
2018,300331526,43872,STARTED,395759
2018,300331526,43872,STARTED,232674
2018,300331526,43872,STARTED,411678
2018,300331526,43872,STARTED,353205
2018,300331526,43872,STARTED,296799
2018,300331526,43872,STARTED,291414
2018,300331526,43872,STARTED,372114
2018,300331526,43872,SUBSTITUTE,356956
2018,300331526,43872,SUBSTITUTE,401882
2018,300331526,43872,SUBSTITUTE,299073
2018,300331526,43872,SUBSTITUTE,395756
2018,300331526,43872,SUBSTITUTE,401884
2018,300331526,43872,SUBSTITUTE,372130
2018,300331526,43872,SUBSTITUTE,296750
2018,300331526,43872,SUBSTITUTE,401885
2018,300331526,43872,SUBSTITUTE,407125
2018,300331526,43872,SUBSTITUTE,372266
2018,300331526,43872,SUBSTITUTE,371553
2018,300331526,43872,SUBSTITUTE,290868
2018,300331526,43817,STARTED,380007
2018,300331526,43817,STARTED,288961
2018,300331526,43817,STARTED,406595
2018,300331526,43817,STARTED,213170
2018,300331526,43817,STARTED,314249
2018,300331526,43817,STARTED,346735
2018,300331526,43817,STARTED,330659
2018,300331526,43817,STARTED,384795
2018,300331526,43817,STARTED,379886
2018,300331526,43817,STARTED,379887
2018,300331526,43817,STARTED,384797
2018,300331526,43817,SUBSTITUTE,390535
2018,300331526,43817,SUBSTITUTE,390537
2018,300331526,43817,SUBSTITUTE,397792
2018,300331526,43817,SUBSTITUTE,379885
2018,300331526,43817,SUBSTITUTE,411644
2018,300331526,43817,SUBSTITUTE,251481
2018,300331526,43817,SUBSTITUTE,362641
2018,300331526,43817,SUBSTITUTE,388475
2018,300331526,43817,SUBSTITUTE,371735
2018,300331526,43817,SUBSTITUTE,196812
2018,300331526,43817,SUBSTITUTE,411643
2018,300331526,43817,SUBSTITUTE,371736
1966,1637,44023,STARTED,58970
1966,1637,44023,STARTED,174614
1966,1637,44023,STARTED,44612
1966,1637,44023,STARTED,25113
1966,1637,44023,STARTED,44616
1966,1637,44023,STARTED,44749
1966,1637,44023,STARTED,57776
1966,1637,44023,STARTED,50746
1966,1637,44023,STARTED,174521
1966,1637,44023,STARTED,174828
1966,1637,44023,STARTED,52476
1966,1637,43969,STARTED,51280
1966,1637,43969,STARTED,198018
1966,1637,43969,STARTED,44785
1966,1637,43969,STARTED,49988
1966,1637,43969,STARTED,174346
1966,1637,43969,STARTED,53731
1966,1637,43969,STARTED,56779
1966,1637,43969,STARTED,49716
1966,1637,43969,STARTED,49660
1966,1637,43969,STARTED,56999
1966,1637,43969,STARTED,52736
1966,1637,44023,SUBSTITUTE,47000
1966,1637,44023,SUBSTITUTE,174590
1966,1637,44023,SUBSTITUTE,69848
1966,1637,44023,SUBSTITUTE,53292
1966,1637,44023,SUBSTITUTE,56004
1966,1637,44023,SUBSTITUTE,53197
1966,1637,44023,SUBSTITUTE,69849
1966,1637,44023,SUBSTITUTE,57998
1966,1637,44023,SUBSTITUTE,174573
1966,1637,44023,SUBSTITUTE,69850
1966,1637,44023,SUBSTITUTE,37989
1966,1637,43969,SUBSTITUTE,49005
1966,1637,43969,SUBSTITUTE,174497
1966,1637,43969,SUBSTITUTE,185740
1966,1637,43969,SUBSTITUTE,44673
1966,1637,43969,SUBSTITUTE,174556
1966,1637,43969,SUBSTITUTE,46542
1966,1637,43969,SUBSTITUTE,56783
1966,1637,43969,SUBSTITUTE,56945
1966,1637,43969,SUBSTITUTE,55536
1966,1637,43969,SUBSTITUTE,63875
1966,1637,43969,SUBSTITUTE,174844
1982,878,43942,STARTED,44637
1982,878,43942,STARTED,174441
1982,878,43942,STARTED,47954
1982,878,43942,STARTED,49571
1982,878,43942,STARTED,53649
1982,878,43942,STARTED,54257
1982,878,43942,STARTED,56946
1982,878,43942,STARTED,44573
1982,878,43942,STARTED,57540
1982,878,43942,STARTED,58935
1982,878,43942,STARTED,44753
1982,878,43946,STARTED,49163
1982,878,43946,STARTED,46312
1982,878,43946,STARTED,174423
1982,878,43946,STARTED,53164
1982,878,43946,STARTED,44701
1982,878,43946,STARTED,28528
1982,878,43946,STARTED,49971
1982,878,43946,STARTED,174563
1982,878,43946,STARTED,52754
1982,878,43946,STARTED,44577
1982,878,43946,STARTED,58227
1982,878,43942,SUBSTITUTE,47831
1982,878,43942,SUBSTITUTE,159839
1982,878,43942,SUBSTITUTE,251866
1982,878,43942,SUBSTITUTE,49550
1982,878,43942,SUBSTITUTE,174653
1982,878,43942,SUBSTITUTE,174608
1982,878,43942,SUBSTITUTE,53939
1982,878,43942,SUBSTITUTE,47989
1982,878,43942,SUBSTITUTE,55014
1982,878,43942,SUBSTITUTE,217193
1982,878,43942,SUBSTITUTE,60037
1982,878,43946,SUBSTITUTE,46208
1982,878,43946,SUBSTITUTE,45546
1982,878,43946,SUBSTITUTE,51455
1982,878,43946,SUBSTITUTE,53443
1982,878,43946,SUBSTITUTE,174554
1982,878,43946,SUBSTITUTE,44690
1982,878,43946,SUBSTITUTE,46392
1982,878,43946,SUBSTITUTE,48030
1982,878,43946,SUBSTITUTE,174688
1982,878,43946,SUBSTITUTE,58116
1982,878,43946,SUBSTITUTE,47374
1970,1764,43924,STARTED,63890
1970,1764,43924,STARTED,63884
1970,1764,43924,STARTED,181326
1970,1764,43924,STARTED,63891
1970,1764,43924,STARTED,47842
1970,1764,43924,STARTED,63879
1970,1764,43924,STARTED,63881
1970,1764,43924,STARTED,63869
1970,1764,43924,STARTED,63896
1970,1764,43924,STARTED,63895
1970,1764,43924,STARTED,63894
1970,1764,43942,STARTED,174372
1970,1764,43942,STARTED,174478
1970,1764,43942,STARTED,54712
1970,1764,43942,STARTED,52647
1970,1764,43942,STARTED,174780
1970,1764,43942,STARTED,52864
1970,1764,43942,STARTED,174369
1970,1764,43942,STARTED,43993
1970,1764,43942,STARTED,174623
1970,1764,43942,STARTED,174852
1970,1764,43942,STARTED,186966
1970,1764,43924,SUBSTITUTE,49315
1970,1764,43924,SUBSTITUTE,63880
1970,1764,43924,SUBSTITUTE,69815
1970,1764,43924,SUBSTITUTE,56957
1970,1764,43924,SUBSTITUTE,69816
1970,1764,43924,SUBSTITUTE,63899
1970,1764,43924,SUBSTITUTE,250938
1970,1764,43924,SUBSTITUTE,63893
1970,1764,43924,SUBSTITUTE,28473
1970,1764,43924,SUBSTITUTE,181327
1970,1764,43924,SUBSTITUTE,63902
1970,1764,43942,SUBSTITUTE,69820
1970,1764,43942,SUBSTITUTE,174413
1970,1764,43942,SUBSTITUTE,69821
1970,1764,43942,SUBSTITUTE,44665
1970,1764,43942,SUBSTITUTE,51082
1970,1764,43942,SUBSTITUTE,43992
1970,1764,43942,SUBSTITUTE,51110
1970,1764,43942,SUBSTITUTE,46385
1970,1764,43942,SUBSTITUTE,55682
1970,1764,43942,SUBSTITUTE,47813
1970,1764,43942,SUBSTITUTE,45887
1982,751,43922,STARTED,44105
1982,751,43922,STARTED,174354
1982,751,43922,STARTED,174395
1982,751,43922,STARTED,174447
1982,751,43922,STARTED,44126
1982,751,43922,STARTED,44124
1982,751,43922,STARTED,174732
1982,751,43922,STARTED,174658
1982,751,43922,STARTED,174817
1982,751,43922,STARTED,174840
1982,751,43922,STARTED,44683
1982,751,43904,STARTED,50311
1982,751,43904,STARTED,51680
1982,751,43904,STARTED,56757
1982,751,43904,STARTED,59552
1982,751,43904,STARTED,57200
1982,751,43904,STARTED,51077
1982,751,43904,STARTED,50137
1982,751,43904,STARTED,55706
1982,751,43904,STARTED,56928
1982,751,43904,STARTED,56661
1982,751,43904,STARTED,57018
1982,751,43922,SUBSTITUTE,69415
1982,751,43922,SUBSTITUTE,46212
1982,751,43922,SUBSTITUTE,174500
1982,751,43922,SUBSTITUTE,69416
1982,751,43922,SUBSTITUTE,174816
1982,751,43922,SUBSTITUTE,174885
1982,751,43922,SUBSTITUTE,57543
1982,751,43922,SUBSTITUTE,39662
1982,751,43922,SUBSTITUTE,44707
1982,751,43922,SUBSTITUTE,44710
1982,751,43922,SUBSTITUTE,69417
1982,751,43904,SUBSTITUTE,47387
1982,751,43904,SUBSTITUTE,49213
1982,751,43904,SUBSTITUTE,45728
1982,751,43904,SUBSTITUTE,50816
1982,751,43904,SUBSTITUTE,45388
1982,751,43904,SUBSTITUTE,53198
1982,751,43904,SUBSTITUTE,48536
1982,751,43904,SUBSTITUTE,69421
1982,751,43904,SUBSTITUTE,54728
2018,300331530,43930,STARTED,229498
2018,300331530,43930,STARTED,368655
2018,300331530,43930,STARTED,229499
2018,300331530,43930,STARTED,368660
2018,300331530,43930,STARTED,392673
2018,300331530,43930,STARTED,386538
2018,300331530,43930,STARTED,216567
2018,300331530,43930,STARTED,270775
2018,300331530,43930,STARTED,337196
2018,300331530,43930,STARTED,267834
2018,300331530,43930,STARTED,267829
2018,300331530,43930,SUBSTITUTE,386284
2018,300331530,43930,SUBSTITUTE,368652
2018,300331530,43930,SUBSTITUTE,229506
2018,300331530,43930,SUBSTITUTE,312993
2018,300331530,43930,SUBSTITUTE,332883
