year,teamId,team,link
1930,43935,Belgium,/worldcup/archive/uruguay1930/teams/team=43935/index.html
1930,43946,France,/worldcup/archive/uruguay1930/teams/team=43946/index.html
1930,43964,Romania,/worldcup/archive/uruguay1930/teams/team=43964/index.html
1930,43975,Yugoslavia,/worldcup/archive/uruguay1930/teams/team=43975/index.html
1930,43911,Mexico,/worldcup/archive/uruguay1930/teams/team=43911/index.html
1930,43921,USA,/worldcup/archive/uruguay1930/teams/team=43921/index.html
1930,43922,Argentina,/worldcup/archive/uruguay1930/teams/team=43922/index.html
1930,43923,Bolivia,/worldcup/archive/uruguay1930/teams/team=43923/index.html
1930,43924,Brazil,/worldcup/archive/uruguay1930/teams/team=43924/index.html
1930,43925,Chile,/worldcup/archive/uruguay1930/teams/team=43925/index.html
1930,43928,Paraguay,/worldcup/archive/uruguay1930/teams/team=43928/index.html
1930,43929,Peru,/worldcup/archive/uruguay1930/teams/team=43929/index.html
1930,43930,Uruguay,/worldcup/archive/uruguay1930/teams/team=43930/index.html
