id,home_id,home,home_code,away_id,away,away_code,h_score,a_score,date,stadium,round,world_cup,year,host,reasonWin
1480,43975,Yugoslavia,YUG,43926,Colombia,COL,5,0,07 Jun 1962 - 15:00 Local time,Carlos Dittborn,Group matches - Group 1,1962 FIFA World Cup Chile,1962,Chile,
1228,43970,Sweden,SWE,43928,Paraguay,PAR,2,2,29 Jun 1950 - 15:30 Local time,Durival de Brito,Group matches - Group 3,1950 FIFA World Cup Brazil,1950,Brazil,
300186494,43971,Switzerland,SUI,43927,Ecuador,ECU,2,1,15 Jun 2014 - 13:00 Local time,Estadio Nacional,First stage - Group E,2014 FIFA World Cup Brazil,2014,Brazil,
1382,43946,France,FRA,44023,Germany FR,FRG,6,3,28 Jun 1958 - 17:00 Local time,Nya Ullevi,Match for third place,1958 FIFA World Cup Sweden,1958,Sweden,
97410024,43963,Portugal,POR,43817,Iran,IRN,2,0,17 Jun 2006 - 15:00 Local time,"FIFA World Cup Stadium, Frankfurt",Group matches - Group D,2006 FIFA World Cup Germany,2006,Germany,
1947,43922,Argentina,ARG,43908,Haiti,HAI,4,1,23 Jun 1974 - 16:00 Local time,Olympiastadion,Group matches - Group 4,1974 FIFA World Cup Germany,1974,Germany FR,
421,43969,Spain,ESP,43935,Belgium,BEL,1,1,22 Jun 1986 - 16:00 Local time,Cuauhtemoc,Quarter-finals,1986 FIFA World Cup Mexico,1986,Mexico,Belgium win on penalties (4 - 5)
1044,43975,Yugoslavia,YUG,43952,Northern Ireland,NIR,0,0,17 Jun 1982 - 21:00 Local time,La Romareda,Group matches - Group 5,1982 FIFA World Cup Spain,1982,Spain,
3079,43965,Russia,RUS,43849,Cameroon,CMR,6,1,28 Jun 1994 - 16:00 Local time,Stanford Stadium,Group matches - Group B,1994 FIFA World Cup USA,1994,USA,
564,43946,France,FRA,44023,Germany FR,FRG,0,2,25 Jun 1986 - 12:00 Local time,Jalisco,Semi-finals,1986 FIFA World Cup Mexico,1986,Mexico,
3096,43936,Bulgaria,BUL,43948,Germany,GER,2,1,10 Jul 1994 - 12:00 Local time,Giants Stadium,Quarter-finals,1994 FIFA World Cup USA,1994,USA,
1101,43930,Uruguay,URU,43975,Yugoslavia,YUG,6,1,27 Jul 1930 - 14:45 Local time,Estadio Centenario,Semi-finals,1930 FIFA World Cup Uruguay,1930,Uruguay,
8770,43926,Colombia,COL,43942,England,ENG,0,2,26 Jun 1998 - 21:00 Local time,Stade Felix Bollaert,Group matches - Group G,1998 FIFA World Cup France,1998,France,
2003,44023,Germany FR,FRG,43925,Chile,CHI,1,0,14 Jun 1974 - 16:00 Local time,Olympiastadion,Group matches - Group 1,1974 FIFA World Cup Germany,1974,Germany FR,
476,44026,Soviet Union,URS,43899,Canada,CAN,2,0,09 Jun 1986 - 12:00 Local time,Estadio Irapuato,Group matches - Group C,1986 FIFA World Cup Mexico,1986,Mexico,
43950026,43924,Brazil,BRA,43812,China PR,CHN,4,0,08 Jun 2002 - 20:30 Local time,Jeju World Cup Stadium,Group matches - Group C,2002 FIFA World Cup Korea,2002,Korea,
8727,43849,Cameroon,CMR,43934,Austria,AUT,1,1,11 Jun 1998 - 21:00 Local time,Stade Municipal,Group matches - Group B,1998 FIFA World Cup France,1998,France,
1156,43902,Cuba,CUB,43964,Romania,ROU,3,3,05 Jun 1938 - 17:00 Local time,Stade Municipal,First round,1938 FIFA World Cup France,1938,France,
533,43942,England,ENG,43872,Morocco,MAR,0,0,06 Jun 1986 - 16:00 Local time,Tecnologico,Group matches - Group F,1986 FIFA World Cup Mexico,1986,Mexico,
300331528,43929,Peru,PER,43941,Denmark,DEN,0,1,16 Jun 2018 - 19:00      Local time,Mordovia Arena,"First stage - Group C,",2018 FIFA World Cup Russia,2018,Russia,
749,43922,Argentina,ARG,43935,Belgium,BEL,0,1,13 Jun 1982 - 20:00 Local time,Camp Nou,Group matches - Group 3,1982 FIFA World Cup Spain,1982,Spain,
43950030,43822,Korea Republic,KOR,43921,USA,USA,1,1,10 Jun 2002 - 15:30 Local time,Daegu World Cup Stadium,Group matches - Group D,2002 FIFA World Cup Korea,2002,Korea,
460,43822,Korea Republic,KOR,43936,Bulgaria,BUL,1,1,05 Jun 1986 - 16:00 Local time,Estadio Olímpico Universitario,Group matches - Group A,1986 FIFA World Cup Mexico,1986,Mexico,
1510,44023,Germany FR,FRG,43971,Switzerland,SUI,2,1,03 Jun 1962 - 15:00 Local time,Nacional,Group matches - Group 2,1962 FIFA World Cup Chile,1962,Chile,
175,43822,Korea Republic,KOR,43969,Spain,ESP,1,3,17 Jun 1990 - 21:00 Local time,Friuli,Group matches - Group E,1990 FIFA World Cup Italy,1990,Italy,
8731,43969,Spain,ESP,43876,Nigeria,NGA,2,3,13 Jun 1998 - 14:30 Local time,La Beaujoire,Group matches - Group D,1998 FIFA World Cup France,1998,France,
1843,44023,Germany FR,FRG,43930,Uruguay,URU,1,0,20 Jun 1970 - 16:00 Local time,Estadio Azteca,Match for third place,1970 FIFA World Cup Mexico,1970,Mexico,
300186482,43909,Honduras,HON,43971,Switzerland,SUI,0,3,25 Jun 2014 - 16:00 Local time,Arena Amazonia,First stage - Group E,2014 FIFA World Cup Brazil,2014,Brazil,
97410032,43835,Saudi Arabia,KSA,43973,Ukraine,UKR,0,4,19 Jun 2006 - 18:00 Local time,"FIFA World Cup Stadium, Hamburg",Group matches - Group H,2006 FIFA World Cup Germany,2006,Germany,
8766,43960,Netherlands,NED,43911,Mexico,MEX,2,2,25 Jun 1998 - 16:00 Local time,Stade Geoffroy Guichard,Group matches - Group E,1998 FIFA World Cup France,1998,France,
300061508,43930,Uruguay,URU,43860,Ghana,GHA,1,1,02 Jul 2010 - 20:30 Local time,Soccer City Stadium,Quarter-finals,2010 FIFA World Cup South Africa,2010,South Africa,Uruguay win on penalties (4 - 2)
3080,43924,Brazil,BRA,43970,Sweden,SWE,1,1,28 Jun 1994 - 16:00 Local time,Pontiac Silverdome,Group matches - Group B,1994 FIFA World Cup USA,1994,USA,
1403,43950,Hungary,HUN,43911,Mexico,MEX,4,0,15 Jun 1958 - 19:00 Local time,Jarnvallen,Group matches - Group 3,1958 FIFA World Cup Sweden,1958,Sweden,
8788,43924,Brazil,BRA,43946,France,FRA,0,3,12 Jul 1998 - 21:00 Local time,Stade de France,Final,1998 FIFA World Cup France,1998,France,
8767,43948,Germany,GER,43817,Iran,IRN,2,0,25 Jun 1998 - 21:00 Local time,La Mosson,Group matches - Group F,1998 FIFA World Cup France,1998,France,
300061509,43960,Netherlands,NED,43969,Spain,ESP,0,1,11 Jul 2010 - 20:30 Local time,Soccer City Stadium,Final,2010 FIFA World Cup South Africa,2010,South Africa,Spain win after extra time
3081,43872,Morocco,MAR,43960,Netherlands,NED,1,2,29 Jun 1994 - 12:30 Local time,Citrus Bowl,Group matches - Group F,1994 FIFA World Cup USA,1994,USA,
300186483,43921,USA,USA,43963,Portugal,POR,2,2,22 Jun 2014 - 18:00 Local time,Arena Amazonia,First stage - Group G,2014 FIFA World Cup Brazil,2014,Brazil,
97410033,43927,Ecuador,ECU,43948,Germany,GER,0,3,20 Jun 2006 - 16:00 Local time,Olympiastadion,Group matches - Group A,2006 FIFA World Cup Germany,2006,Germany,
43950031,43888,Tunisia,TUN,43935,Belgium,BEL,1,1,10 Jun 2002 - 18:00 Local time,Oita Stadium Big Eye,Group matches - Group H,2002 FIFA World Cup Korea,2002,Korea,
1511,43975,Yugoslavia,YUG,44023,Germany FR,FRG,1,0,10 Jun 1962 - 14:30 Local time,Nacional,Quarter-finals,1962 FIFA World Cup Chile,1962,Chile,
1141,44025,Czechoslovakia,TCH,43964,Romania,ROU,2,1,27 May 1934 - 16:30 Local time,Littorio,Preliminary round,1934 FIFA World Cup Italy,1934,Italy,
8730,43946,France,FRA,43883,South Africa,RSA,3,0,12 Jun 1998 - 21:00 Local time,Stade Vélodrome,Group matches - Group C,1998 FIFA World Cup France,1998,France,
877,43969,Spain,ESP,43942,England,ENG,0,0,05 Jul 1982 - 21:00 Local time,Santiago Bernabeu,Second round - Group 2,1982 FIFA World Cup Spain,1982,Spain,
300331529,43901,Costa Rica,CRC,1902465,Serbia,SRB,0,1,17 Jun 2018 - 16:00      Local time,Samara Arena,"First stage - Group E,",2018 FIFA World Cup Russia,2018,Russia,
97410064,43954,Italy,ITA,43946,France,FRA,1,1,09 Jul 2006 - 20:00 Local time,Olympiastadion,Final,2006 FIFA World Cup Germany,2006,Germany,win on penalties (5 - 3)
1012,44025,Czechoslovakia,TCH,43823,Kuwait,KUW,1,1,17 Jun 1982 - 17:45 Local time,Jose Zorrilla,Group matches - Group 4,1982 FIFA World Cup Spain,1982,Spain,
43950027,43911,Mexico,MEX,43927,Ecuador,ECU,2,1,09 Jun 2002 - 15:30 Local time,Miyagi Stadium,Group matches - Group G,2002 FIFA World Cup Korea,2002,Korea,
8726,43954,Italy,ITA,43925,Chile,CHI,2,2,11 Jun 1998 - 17:30 Local time,Stade du Parc Lescure,Group matches - Group B,1998 FIFA World Cup France,1998,France,
1157,43902,Cuba,CUB,43964,Romania,ROU,2,1,09 Jun 1938 - 18:00 Local time,Stade Municipal,First round,1938 FIFA World Cup France,1938,France,
162,43954,Italy,ITA,43942,England,ENG,2,1,07 Jul 1990 - 20:00 Local time,Stadio San Nicola,Match for third place,1990 FIFA World Cup Italy,1990,Italy,
1507,44023,Germany FR,FRG,43954,Italy,ITA,0,0,31 May 1962 - 15:00 Local time,Nacional,Group matches - Group 2,1962 FIFA World Cup Chile,1962,Chile,
300331495,43965,Russia,RUS,43855,Egypt,EGY,3,1,19 Jun 2018 - 21:00      Local time,Saint Petersburg Stadium,"First stage - Group A,",2018 FIFA World Cup Russia,2018,Russia,
1946,43922,Argentina,ARG,44024,German DR,GDR,1,1,03 Jul 1974 - 19:30 Local time,Parkstadion,Second round - Group A,1974 FIFA World Cup Germany,1974,Germany FR,
1415,43970,Sweden,SWE,43911,Mexico,MEX,3,0,08 Jun 1958 - 14:00 Local time,Rasunda Stadium,Group matches - Group 3,1958 FIFA World Cup Sweden,1958,Sweden,
3078,43954,Italy,ITA,43911,Mexico,MEX,1,1,28 Jun 1994 - 12:30 Local time,RFK Stadium,Group matches - Group E,1994 FIFA World Cup USA,1994,USA,
3097,43954,Italy,ITA,43969,Spain,ESP,2,1,09 Jul 1994 - 12:00 Local time,Foxboro Stadium,Quarter-finals,1994 FIFA World Cup USA,1994,USA,
1100,43930,Uruguay,URU,43964,Romania,ROU,4,0,21 Jul 1930 - 14:50 Local time,Estadio Centenario,Group matches - Group 3,1930 FIFA World Cup Uruguay,1930,Uruguay,
8771,43819,Japan,JPN,43910,Jamaica,JAM,1,2,26 Jun 1998 - 16:00 Local time,Stade de Gerland,Group matches - Group H,1998 FIFA World Cup France,1998,France,
300186495,43822,Korea Republic,KOR,43843,Algeria,ALG,2,4,22 Jun 2014 - 16:00 Local time,Estadio Beira-Rio,First stage - Group H,2014 FIFA World Cup Brazil,2014,Brazil,
1679,43821,Korea DPR,PRK,43954,Italy,ITA,1,0,19 Jul 1966 - 19:30 Local time,Ayresome Park,Group matches - Group 4,1966 FIFA World Cup England,1966,England,
2405,43929,Peru,PER,43817,Iran,IRN,4,1,11 Jun 1978 - 16:45 Local time,Estadio Olímpico Chateau Carreras,Group matches - Group 4,1978 FIFA World Cup Argentina,1978,Argentina,
97410025,43954,Italy,ITA,43921,USA,USA,1,1,17 Jun 2006 - 21:00 Local time,Fritz-Walter-Stadion,Group matches - Group E,2006 FIFA World Cup Germany,2006,Germany,
1194,43925,Chile,CHI,43921,USA,USA,5,2,02 Jul 1950 - 15:00 Local time,Ilha do Retiro,Group matches - Group 2,1950 FIFA World Cup Brazil,1950,Brazil,
300331513,43922,Argentina,ARG,43938,Croatia,CRO,0,3,21 Jun 2018 - 21:00      Local time,Nizhny Novgorod Stadium,"First stage - Group D,",2018 FIFA World Cup Russia,2018,Russia,
1747,43935,Belgium,BEL,43904,El Salvador,SLV,3,0,03 Jun 1970 - 16:00 Local time,Estadio Azteca,Group matches - Group 1,1970 FIFA World Cup Mexico,1970,Mexico,
1252,43924,Brazil,BRA,43975,Yugoslavia,YUG,1,1,19 Jun 1954 - 17:00 Local time,La Pontaise,Group matches - Group 1,1954 FIFA World Cup Switzerland,1954,Switzerland,
1602,43963,Portugal,POR,43936,Bulgaria,BUL,3,0,16 Jul 1966 - 15:00 Local time,Old Trafford Stadium,Group matches - Group 3,1966 FIFA World Cup England,1966,England,
2350,44023,Germany FR,FRG,43911,Mexico,MEX,6,0,06 Jun 1978 - 16:45 Local time,Estadio Olímpico Chateau Carreras,Group matches - Group 2,1978 FIFA World Cup Argentina,1978,Argentina,
1985,43967,Scotland,SCO,43924,Brazil,BRA,0,0,18 Jun 1974 - 19:30 Local time,Waldstadion,Group matches - Group 2,1974 FIFA World Cup Germany,1974,Germany FR,
119,43840,United Arab Emirates,UAE,43926,Colombia,COL,0,2,09 Jun 1990 - 17:00 Local time,Renato Dall Ara,Group matches - Group D,1990 FIFA World Cup Italy,1990,Italy,
1086,43922,Argentina,ARG,43911,Mexico,MEX,6,3,19 Jul 1930 - 15:00 Local time,Estadio Centenario,Group matches - Group 1,1930 FIFA World Cup Uruguay,1930,Uruguay,
3054,43935,Belgium,BEL,43872,Morocco,MAR,1,0,19 Jun 1994 - 12:30 Local time,Citrus Bowl,Group matches - Group F,1994 FIFA World Cup USA,1994,USA,
2215,43924,Brazil,BRA,43934,Austria,AUT,1,0,11 Jun 1978 - 13:45 Local time,Estadio José María Minella,Group matches - Group 3,1978 FIFA World Cup Argentina,1978,Argentina,
1710,44026,Soviet Union,URS,43821,Korea DPR,PRK,3,0,12 Jul 1966 - 19:30 Local time,Ayresome Park,Group matches - Group 4,1966 FIFA World Cup England,1966,England,
300186456,43924,Brazil,BRA,43938,Croatia,CRO,3,1,12 Jun 2014 - 17:00 Local time,Arena de Sao Paulo,First stage - Group A,2014 FIFA World Cup Brazil,2014,Brazil,
1340,43924,Brazil,BRA,43946,France,FRA,5,2,24 Jun 1958 - 19:00 Local time,Rasunda Stadium,Semi-finals,1958 FIFA World Cup Sweden,1958,Sweden,
97410009,43954,Italy,ITA,43860,Ghana,GHA,2,0,12 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Hanover",Group matches - Group E,2006 FIFA World Cup Germany,2006,Germany,
300331544,43930,Uruguay,URU,43963,Portugal,POR,,,30 Jun 2018 - 21:00      Local time,Fisht Stadium,"Round of 16,",2018 FIFA World Cup Russia,2018,Russia,
300186513,43942,England,ENG,43954,Italy,ITA,1,2,14 Jun 2014 - 18:00 Local time,Arena Amazonia,First stage - Group D,2014 FIFA World Cup Brazil,2014,Brazil,
1090,43921,USA,USA,43935,Belgium,BEL,3,0,13 Jul 1930 - 15:00 Local time,Parque Central,Group matches - Group 4,1930 FIFA World Cup Uruguay,1930,Uruguay,
300111115,43876,Nigeria,NGA,43822,Korea Republic,KOR,2,2,22 Jun 2010 - 20:30 Local time,Durban Stadium,First stage - Group B,2010 FIFA World Cup South Africa,2010,South Africa,
57,43935,Belgium,BEL,43822,Korea Republic,KOR,2,0,12 Jun 1990 - 17:00 Local time,Marc Antonio Bentegodi,Group matches - Group E,1990 FIFA World Cup Italy,1990,Italy,
1839,44023,Germany FR,FRG,43872,Morocco,MAR,2,1,03 Jun 1970 - 16:00 Local time,Nou Camp - Estadio León,Group matches - Group 4,1970 FIFA World Cup Mexico,1970,Mexico,
300061460,43922,Argentina,ARG,43876,Nigeria,NGA,1,0,12 Jun 2010 - 16:00 Local time,Ellis Park Stadium,First stage - Group B,2010 FIFA World Cup South Africa,2010,South Africa,
300186505,43817,Iran,IRN,43876,Nigeria,NGA,0,0,16 Jun 2014 - 16:00 Local time,Arena da Baixada,First stage - Group F,2014 FIFA World Cup Brazil,2014,Brazil,
1497,43969,Spain,ESP,43911,Mexico,MEX,1,0,03 Jun 1962 - 15:00 Local time,Estadio Sausalito,Group matches - Group 3,1962 FIFA World Cup Chile,1962,Chile,
1478,44026,Soviet Union,URS,43926,Colombia,COL,4,4,03 Jun 1962 - 15:00 Local time,Carlos Dittborn,Group matches - Group 1,1962 FIFA World Cup Chile,1962,Chile,
1881,43930,Uruguay,URU,43984,Israel,ISR,2,0,02 Jun 1970 - 16:00 Local time,Cuauhtemoc,Group matches - Group 2,1970 FIFA World Cup Mexico,1970,Mexico,
764,43925,Chile,CHI,43934,Austria,AUT,0,1,17 Jun 1982 - 17:15 Local time,Carlos Tartiere,Group matches - Group 2,1982 FIFA World Cup Spain,1982,Spain,
1301,43971,Switzerland,SUI,43954,Italy,ITA,4,1,23 Jun 1954 - 18:00 Local time,St. Jakob,Group matches - Group 4,1954 FIFA World Cup Switzerland,1954,Switzerland,
97410048,43973,Ukraine,UKR,43888,Tunisia,TUN,1,0,23 Jun 2006 - 16:00 Local time,Olympiastadion,Group matches - Group H,2006 FIFA World Cup Germany,2006,Germany,
300331505,43819,Japan,JPN,43879,Senegal,SEN,2,2,24 Jun 2018 - 20:00      Local time,Ekaterinburg Arena,"First stage - Group H,",2018 FIFA World Cup Russia,2018,Russia,
1233,44023,Germany FR,FRG,43934,Austria,AUT,6,1,30 Jun 1954 - 18:00 Local time,St. Jakob,Semi-finals,1954 FIFA World Cup Switzerland,1954,Switzerland,
300186460,43948,Germany,GER,43843,Algeria,ALG,2,1,30 Jun 2014 - 17:00 Local time,Estadio Beira-Rio,Round of 16,2014 FIFA World Cup Brazil,2014,Brazil,Germany win after extra time
8784,43960,Netherlands,NED,43922,Argentina,ARG,2,1,04 Jul 1998 - 16:30 Local time,Stade Vélodrome,Quarter-finals,1998 FIFA World Cup France,1998,France,
3062,43964,Romania,ROU,43971,Switzerland,SUI,1,4,22 Jun 1994 - 16:00 Local time,Pontiac Silverdome,Group matches - Group A,1994 FIFA World Cup USA,1994,USA,
300061505,43922,Argentina,ARG,43948,Germany,GER,0,4,03 Jul 2010 - 16:00 Local time,Cape Town Stadium,Quarter-finals,2010 FIFA World Cup South Africa,2010,South Africa,
1634,43942,England,ENG,43911,Mexico,MEX,2,0,16 Jul 1966 - 19:30 Local time,Wembley Stadium,Group matches - Group 1,1966 FIFA World Cup England,1966,England,
1264,43930,Uruguay,URU,43942,England,ENG,4,2,26 Jun 1954 - 17:00 Local time,St. Jakob,Quarter-finals,1954 FIFA World Cup Switzerland,1954,Switzerland,
1771,43924,Brazil,BRA,43930,Uruguay,URU,3,1,17 Jun 1970 - 16:00 Local time,Jalisco,Semi-finals,1970 FIFA World Cup Mexico,1970,Mexico,
300331525,43924,Brazil,BRA,43971,Switzerland,SUI,1,1,17 Jun 2018 - 21:00      Local time,Rostov Arena,"First stage - Group E,",2018 FIFA World Cup Russia,2018,Russia,
197,44023,Germany FR,FRG,44025,Czechoslovakia,TCH,1,0,01 Jul 1990 - 17:00 Local time,Giuseppe Meazza,Quarter-finals,1990 FIFA World Cup Italy,1990,Italy,
1458,43924,Brazil,BRA,43925,Chile,CHI,4,2,13 Jun 1962 - 14:30 Local time,Nacional,Semi-finals,1962 FIFA World Cup Chile,1962,Chile,
300331533,43946,France,FRA,43976,Australia,AUS,2,1,16 Jun 2018 - 13:00      Local time,Kazan Arena,"First stage - Group C,",2018 FIFA World Cup Russia,2018,Russia,
300331499,43970,Sweden,SWE,43822,Korea Republic,KOR,1,0,18 Jun 2018 - 15:00      Local time,Nizhny Novgorod Stadium,"First stage - Group F,",2018 FIFA World Cup Russia,2018,Russia,
752,43922,Argentina,ARG,43950,Hungary,HUN,4,1,18 Jun 1982 - 21:00 Local time,Jose Rico Perez,Group matches - Group 3,1982 FIFA World Cup Spain,1982,Spain,
882,43942,England,ENG,43823,Kuwait,KUW,1,0,25 Jun 1982 - 17:15 Local time,San Mames,Group matches - Group 4,1982 FIFA World Cup Spain,1982,Spain,
181,43969,Spain,ESP,43975,Yugoslavia,YUG,1,2,26 Jun 1990 - 17:00 Local time,Marc Antonio Bentegodi,Round of 16,1990 FIFA World Cup Italy,1990,Italy,Yugoslavia win after extra time
1675,43963,Portugal,POR,43950,Hungary,HUN,3,1,13 Jul 1966 - 19:30 Local time,Old Trafford Stadium,Group matches - Group 3,1966 FIFA World Cup England,1966,England,
300186499,43965,Russia,RUS,43822,Korea Republic,KOR,1,1,17 Jun 2014 - 18:00 Local time,Arena Pantanal,First stage - Group H,2014 FIFA World Cup Brazil,2014,Brazil,
1225,43975,Yugoslavia,YUG,43911,Mexico,MEX,4,1,28 Jun 1950 - 15:00 Local time,Eucaliptos,Group matches - Group 1,1950 FIFA World Cup Brazil,1950,Brazil,
355,43921,USA,USA,44025,Czechoslovakia,TCH,1,5,10 Jun 1990 - 17:00 Local time,Comunale,Group matches - Group A,1990 FIFA World Cup Italy,1990,Italy,
300186476,43963,Portugal,POR,43860,Ghana,GHA,2,1,26 Jun 2014 - 13:00 Local time,Estadio Nacional,First stage - Group G,2014 FIFA World Cup Brazil,2014,Brazil,
97410029,43946,France,FRA,43822,Korea Republic,KOR,1,1,18 Jun 2006 - 21:00 Local time,Zentralstadion,Group matches - Group G,2006 FIFA World Cup Germany,2006,Germany,
3074,43971,Switzerland,SUI,43926,Colombia,COL,0,2,26 Jun 1994 - 16:00 Local time,Stanford Stadium,Group matches - Group A,1994 FIFA World Cup USA,1994,USA,
97410052,43963,Portugal,POR,43960,Netherlands,NED,1,0,25 Jun 2006 - 21:00 Local time,Franken-Stadion,Round of 16,2006 FIFA World Cup Germany,2006,Germany,
2167,43970,Sweden,SWE,43962,Poland,POL,0,1,26 Jun 1974 - 19:30 Local time,Neckarstadion,Second round - Group B,1974 FIFA World Cup Germany,1974,Germany FR,
791,43924,Brazil,BRA,44026,Soviet Union,URS,2,1,14 Jun 1982 - 21:00 Local time,Ramon Sanchez Pizjuan,Group matches - Group 6,1982 FIFA World Cup Spain,1982,Spain,
512,43941,Denmark,DEN,44023,Germany FR,FRG,2,0,13 Jun 1986 - 12:00 Local time,Estadio Corregidora,Group matches - Group E,1986 FIFA World Cup Mexico,1986,Mexico,
1462,43924,Brazil,BRA,44025,Czechoslovakia,TCH,0,0,02 Jun 1962 - 15:00 Local time,Estadio Sausalito,Group matches - Group 3,1962 FIFA World Cup Chile,1962,Chile,
43950007,43922,Argentina,ARG,43876,Nigeria,NGA,1,0,02 Jun 2002 - 14:30 Local time,Kashima Stadium,Group matches - Group F,2002 FIFA World Cup Korea,2002,Korea,
300331548,43911,Mexico,MEX,43970,Sweden,SWE,0,3,27 Jun 2018 - 19:00      Local time,Ekaterinburg Arena,"First stage - Group F,",2018 FIFA World Cup Russia,2018,Russia,
97410005,43922,Argentina,ARG,43854,Côte d'Ivoire,CIV,2,1,10 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Hamburg",Group matches - Group C,2006 FIFA World Cup Germany,2006,Germany,
379,43843,Algeria,ALG,43952,Northern Ireland,NIR,1,1,03 Jun 1986 - 12:00 Local time,Tres de Marzo,Group matches - Group D,1986 FIFA World Cup Mexico,1986,Mexico,
1659,44023,Germany FR,FRG,44026,Soviet Union,URS,2,1,25 Jul 1966 - 19:30 Local time,Goodison Park,Semi-finals,1966 FIFA World Cup England,1966,England,
300061495,43909,Honduras,HON,43925,Chile,CHI,0,1,16 Jun 2010 - 13:30 Local time,Mbombela Stadium,First stage - Group H,2010 FIFA World Cup South Africa,2010,South Africa,
8751,43819,Japan,JPN,43938,Croatia,CRO,0,1,20 Jun 1998 - 14:30 Local time,La Beaujoire,Group matches - Group H,1998 FIFA World Cup France,1998,France,
1823,44026,Soviet Union,URS,43904,El Salvador,SLV,2,0,10 Jun 1970 - 16:00 Local time,Estadio Azteca,Group matches - Group 1,1970 FIFA World Cup Mexico,1970,Mexico,
43950050,43941,Denmark,DEN,43942,England,ENG,0,3,15 Jun 2002 - 20:30 Local time,Niigata Stadium Big Swan,Round of 16,2002 FIFA World Cup Korea,2002,Korea,
3058,43960,Netherlands,NED,43835,Saudi Arabia,KSA,2,1,20 Jun 1994 - 19:30 Local time,RFK Stadium,Group matches - Group F,1994 FIFA World Cup USA,1994,USA,
97410013,43946,France,FRA,43971,Switzerland,SUI,0,0,13 Jun 2006 - 18:00 Local time,Gottlieb-Daimler-Stadion,Group matches - Group G,2006 FIFA World Cup Germany,2006,Germany,
2063,43960,Netherlands,NED,44023,Germany FR,FRG,1,2,07 Jul 1974 - 16:00 Local time,Olympiastadion,Final,1974 FIFA World Cup Germany,1974,Germany FR,
2433,43888,Tunisia,TUN,43911,Mexico,MEX,3,1,02 Jun 1978 - 16:45 Local time,Arroyito - Estadio Dr. Lisandro de la Torre,Group matches - Group 2,1978 FIFA World Cup Argentina,1978,Argentina,
300186509,43924,Brazil,BRA,43911,Mexico,MEX,0,0,17 Jun 2014 - 16:00 Local time,Estadio Castelao,First stage - Group A,2014 FIFA World Cup Brazil,2014,Brazil,
8747,43876,Nigeria,NGA,43936,Bulgaria,BUL,1,0,19 Jun 1998 - 17:30 Local time,Parc des Princes,Group matches - Group D,1998 FIFA World Cup France,1998,France,
103,43942,England,ENG,43849,Cameroon,CMR,3,2,01 Jul 1990 - 21:00 Local time,San Paolo,Quarter-finals,1990 FIFA World Cup Italy,1990,Italy,England win after extra time
300061483,43978,New Zealand,NZL,44002,Slovakia,SVK,1,1,15 Jun 2010 - 13:30 Local time,Royal Bafokeng Stadium,First stage - Group F,2010 FIFA World Cup South Africa,2010,South Africa,
1423,43928,Paraguay,PAR,43967,Scotland,SCO,3,2,11 Jun 1958 - 19:00 Local time,Idrottsparken,Group matches - Group 2,1958 FIFA World Cup Sweden,1958,Sweden,
43950046,43935,Belgium,BEL,43965,Russia,RUS,3,2,14 Jun 2002 - 15:30 Local time,Shizuoka Stadium Ecopa,Group matches - Group H,2002 FIFA World Cup Korea,2002,Korea,
300331509,43835,Saudi Arabia,KSA,43855,Egypt,EGY,2,1,25 Jun 2018 - 17:00      Local time,Volgograd Arena,"First stage - Group A,",2018 FIFA World Cup Russia,2018,Russia,
97410044,43938,Croatia,CRO,43976,Australia,AUS,2,2,22 Jun 2006 - 21:00 Local time,Gottlieb-Daimler-Stadion,Group matches - Group F,2006 FIFA World Cup Germany,2006,Germany,
1248,43950,Hungary,HUN,43924,Brazil,BRA,4,2,27 Jun 1954 - 17:00 Local time,Wankdorf Stadium,Quarter-finals,1954 FIFA World Cup Switzerland,1954,Switzerland,
43950011,43954,Italy,ITA,43927,Ecuador,ECU,2,0,03 Jun 2002 - 20:30 Local time,Sapporo Dome,Group matches - Group G,2002 FIFA World Cup Korea,2002,Korea,
1474,43925,Chile,CHI,44026,Soviet Union,URS,2,1,10 Jun 1962 - 14:30 Local time,Carlos Dittborn,Quarter-finals,1962 FIFA World Cup Chile,1962,Chile,
441,43952,Northern Ireland,NIR,43924,Brazil,BRA,0,3,12 Jun 1986 - 12:00 Local time,Jalisco,Group matches - Group D,1986 FIFA World Cup Mexico,1986,Mexico,
