match_id,player,team,time,type
"896","Laszlo Fazekas","Hungary",54,"goal"
"896","Luis Ramirez","El Salvador",64,"goal"
"896","Laszlo Kiss","Hungary",69,"goal"
"896","Lazar Szentes","Hungary",70,"goal"
"896","Laszlo Kiss","Hungary",72,"goal"
"896","Laszlo Kiss","Hungary",76,"goal"
"896","Tibor Nyilasi","Hungary",83,"goal"
"900","Pierre Littbarski","West Germany",50,"goal"
"900","Klaus Fischer","West Germany",75,"goal"
"900","Jesus Zamora","Spain",82,"goal"
"901","Hector Zelaya","Honduras",7,"goal"
"901","Lopez Ufarte","Spain",65,"penalty"
"902","Gerry Armstrong","Northern Ireland",47,"goal"
"903","Ivan Gudelj","Yugoslavia",10,"goal"
"903","Juanito","Spain",14,"penalty"
"903","Enrique Saura","Spain",66,"goal"
"914","Pierre Littbarski","West Germany",17,"goal"
"914","Michel Platini","France",26,"penalty"
"914","Marius Tresor","France",92,"goal"
"914","Alain Giresse","France",98,"goal"
"914","Karl-heinz Rummenigge","West Germany",102,"goal"
"914","Klaus Fischer","West Germany",108,"goal"
"919","Bernard Genghini","France",31,"goal"
"919","Michel Platini","France",43,"goal"
"919","Didier Six","France",48,"goal"
"919","Abdulaziz Al Balushi","Kuwait",75,"goal"
"919","Maxime Bossis","France",89,"goal"
"920","Alain Giresse","France",33,"goal"
"920","Dominique Rocheteau","France",46,"goal"
"920","Dominique Rocheteau","France",68,"goal"
"920","Gerry Armstrong","Northern Ireland",75,"goal"
"920","Alain Giresse","France",80,"goal"
"921","Rene Girard","France",13,"goal"
"921","Andrzej Szarmach","Poland",40,"goal"
"921","Stefan Majewski","Poland",44,"goal"
"921","Janusz Kupcewicz","Poland",46,"goal"
"921","Alain Couriol","France",72,"goal"
"922","Didier Six","France",66,"goal"
"922","Antonin Panenka","Czechoslovakia",84,"penalty"
"923","Paolo Rossi","Italy",57,"goal"
"923","Marco Tardelli","Italy",69,"goal"
"923","Alessandro Altobelli","Italy",81,"goal"
"923","Paul Breitner","West Germany",83,"goal"
"959","Gerry Armstrong","Northern Ireland",9,"goal"
"959","Eduardo Laing","Honduras",60,"goal"
"962","Vladimir Petrovic","Yugoslavia",88,"penalty"
"97410001","Philipp Lahm","Germany",6,"goal"
"97410001","Paulo Wanchope","Costa Rica",12,"goal"
"97410001","Miroslav Klose","Germany",17,"goal"
"97410001","Miroslav Klose","Germany",61,"goal"
"97410001","Paulo Wanchope","Costa Rica",73,"goal"
"97410001","Torsten Frings","Germany",87,"goal"
"97410002","Carlos Tenorio","Ecuador",24,"goal"
"97410002","Agustin Delgado","Ecuador",80,"goal"
"97410003","Carlos Gamarra","England",3,"owngoal"
"97410005","Hernan Crespo","Argentina",24,"goal"
"97410005","Javier Saviola","Argentina",38,"goal"
"97410005","Didier Drogba","Côte d'Ivoire",82,"goal"
"97410006","Arjen Robben","Netherlands",18,"goal"
"97410007","Omar Bravo","Mexico",28,"goal"
"97410007","Yahya Golmohammadi","Iran",36,"goal"
"97410007","Omar Bravo","Mexico",76,"goal"
"97410007","Zinha","Mexico",79,"goal"
"97410008","Pauleta","Portugal",4,"goal"
"97410009","Andrea Pirlo","Italy",40,"goal"
"97410009","Vincenzo Iaquinta","Italy",83,"goal"
"97410010","Jan Koller","Czech Republic",5,"goal"
"97410010","Tomas Rosicky","Czech Republic",36,"goal"
"97410010","Tomas Rosicky","Czech Republic",76,"goal"
"97410011","Kaka","Brazil",44,"goal"
"97410012","Shunsuke Nakamura","Japan",26,"goal"
"97410012","Tim Cahill","Australia",84,"goal"
"97410012","Tim Cahill","Australia",89,"goal"
"97410012","John Aloisi","Australia",90,"goal"
"97410014","Mohamed Kader","Togo",31,"goal"
"97410014","Lee Chun Soo","South Korea",54,"goal"
"97410014","Ahn Jung Hwan","South Korea",72,"goal"
"97410015","Xabi Alonso","Spain",13,"goal"
"97410015","David Villa","Spain",17,"goal"
"97410015","David Villa","Spain",48,"penalty"
"97410015","Fernando Torres","Spain",81,"goal"
"97410016","Zied Jaziri","Tunisia",23,"goal"
"97410016","Yasser Al Kahtani","Saudi Arabia",57,"goal"
"97410016","Sami Al Jaber","Saudi Arabia",84,"goal"
"97410016","Radhi Jaidi","Tunisia",90,"goal"
"97410017","Oliver Neuville","Germany",90,"goal"
"97410018","Carlos Tenorio","Ecuador",8,"goal"
"97410018","Agustin Delgado","Ecuador",54,"goal"
"97410018","Ivan Kaviedes","Ecuador",90,"goal"
"97410019","Peter Crouch","England",83,"goal"
"97410019","Steven Gerrard","England",91,"goal"
"97410020","Fredrik Ljungberg","Sweden",89,"goal"
"97410021","Maxi Rodriguez","Argentina",6,"goal"
"97410021","Esteban Cambiasso","Argentina",31,"goal"
"97410021","Maxi Rodriguez","Argentina",41,"goal"
"97410021","Hernan Crespo","Argentina",78,"goal"
"97410021","Carlos Tevez","Argentina",84,"goal"
"97410021","Lionel Messi","Argentina",88,"goal"
"97410022","Robin Van Persie","Netherlands",23,"goal"
"97410022","Ruud Van Nistelrooij","Netherlands",27,"goal"
"97410022","Bakary Kone","Côte d'Ivoire",38,"goal"
"97410024","Deco","Portugal",63,"goal"
"97410024","Cristiano Ronaldo","Portugal",80,"penalty"
"97410025","Alberto Gilardino","Italy",22,"goal"
"97410025","Cristian Zaccardo","United States",27,"owngoal"
"97410026","Asamoah Gyan","Ghana",2,"goal"
"97410026","Sulley Muntari","Ghana",82,"goal"
"97410027","Adriano","Brazil",49,"goal"
"97410027","Fred","Brazil",90,"goal"
"97410029","Thierry Henry","France",9,"goal"
"97410029","Park Ji Sung","South Korea",81,"goal"
"97410030","Alexander Frei","Switzerland",16,"goal"
"97410030","Tranquillo Barnetta","Switzerland",88,"goal"
"97410031","Jaouhar Mnari","Tunisia",8,"goal"
"97410031","Raul","Spain",71,"goal"
"97410031","Fernando Torres","Spain",76,"goal"
"97410031","Fernando Torres","Spain",90,"penalty"
"97410032","Andriy Rusol","Ukraine",4,"goal"
"97410032","Serhiy Rebrov","Ukraine",36,"goal"
"97410032","Andriy Shevchenko","Ukraine",46,"goal"
"97410032","Maksym Kalinichenko","Ukraine",84,"goal"
"97410033","Miroslav Klose","Germany",4,"goal"
"97410033","Miroslav Klose","Germany",44,"goal"
"97410033","Lukas Podolski","Germany",57,"goal"
"97410034","Ronald Gomez","Costa Rica",25,"goal"
"97410034","Bartosz Bosacki","Poland",33,"goal"
"97410034","Bartosz Bosacki","Poland",66,"goal"
"97410035","Joe Cole","England",34,"goal"
"97410035","Marcus Allback","Sweden",51,"goal"
"97410035","Steven Gerrard","England",85,"goal"
"97410035","Henrik Larsson","Sweden",90,"goal"
"97410036","Brent Sancho","Paraguay",25,"owngoal"
"97410036","Nelson Cuevas","Paraguay",86,"goal"
"97410038","Nikola Zigic","Serbia and Montenegro",10,"goal"
"97410038","Scg)","Serbia and Montenegro",20,"goal"
"97410038","Aruna Dindane","Côte d'Ivoire",37,"penalty"
"97410038","Aruna Dindane","Côte d'Ivoire",67,"goal"
"97410038","Bonaventure Kalou","Côte d'Ivoire",86,"penalty"
"97410039","Maniche","Portugal",6,"goal"
"97410039","Simao","Portugal",24,"penalty"
"97410039","Jose Fonseca","Mexico",29,"goal"
"97410040","Abou Tarika","Angola",60,"goal"
"97410040","Sohrab Bakhtiarizadeh","Iran",75,"goal"
"97410041","Marco Materazzi","Italy",26,"goal"
"97410041","Filippo Inzaghi","Italy",87,"goal"
"97410042","Haminu Draman","Ghana",22,"goal"
"97410042","Clint Dempsey","United States",43,"goal"
"97410042","Stephen Appiah","Ghana",45,"penalty"
"97410043","Keiji Tamada","Japan",34,"goal"
"97410043","Ronaldo","Brazil",45,"goal"
"97410043","Juninho Pernambucano","Brazil",53,"goal"
"97410043","Gilberto Melo","Brazil",59,"goal"
"97410043","Ronaldo","Brazil",81,"goal"
"97410044","Darijo Srna","Croatia",2,"goal"
"97410044","Craig Moore","Australia",38,"penalty"
"97410044","Niko Kovac","Croatia",56,"goal"
"97410044","Harry Kewell","Australia",79,"goal"
"97410045","Patrick Vieira","France",55,"goal"
"97410045","Thierry Henry","France",61,"goal"
"97410046","Philippe Senderos","Switzerland",23,"goal"
"97410046","Alexander Frei","Switzerland",77,"goal"
"97410047","Juanito","Spain",36,"goal"
"97410048","Andriy Shevchenko","Ukraine",70,"penalty"
"97410049","Lukas Podolski","Germany",4,"goal"
"97410049","Lukas Podolski","Germany",12,"goal"
"97410050","Rafael Marquez","Mexico",6,"goal"
"97410050","Hernan Crespo","Argentina",10,"goal"
"97410050","Maxi Rodriguez","Argentina",98,"goal"
"97410051","David Beckham","England",60,"goal"
"97410052","Maniche","Portugal",23,"goal"
"97410053","Francesco Totti","Italy",90,"penalty"
"97410055","Ronaldo","Brazil",5,"goal"
"97410055","Adriano","Brazil",45,"goal"
"97410055","Ze Roberto","Brazil",84,"goal"
"97410056","David Villa","Spain",28,"penalty"
"97410056","Franck Ribery","France",41,"goal"
"97410056","Patrick Vieira","France",83,"goal"
"97410056","Zinedine Zidane","France",90,"goal"
"97410057","Roberto Ayala","Argentina",49,"goal"
"97410057","Miroslav Klose","Germany",80,"goal"
"97410058","Gianluca Zambrotta","Italy",6,"goal"
"97410058","Luca Toni","Italy",59,"goal"
"97410058","Luca Toni","Italy",69,"goal"
"97410060","Thierry Henry","France",57,"goal"
"97410061","Fabio Grosso","Italy",119,"goal"
"97410061","Alessandro Del Piero","Italy",120,"goal"
"97410062","Zinedine Zidane","France",33,"penalty"
"97410063","Bastian Schweinsteiger","Germany",56,"goal"
"97410063","Petit","Portugal",60,"owngoal"
"97410063","Bastian Schweinsteiger","Germany",78,"goal"
"97410063","Nuno Gomes","Portugal",88,"goal"
"97410064","Zinedine Zidane","France",7,"penalty"
"97410064","Marco Materazzi","Italy",19,"goal"
"994","Bruno Conti","Italy",18,"goal"
"994","Ruben Diaz","Peru",83,"goal"
"996","Paolo Rossi","Italy",22,"goal"
"996","Paolo Rossi","Italy",73,"goal"
