match_id,player,team,time,type
"355","Tomas Skuhravy","Czechoslovakia",78,"goal"
"355","Milan Luhovy","Czechoslovakia",90,"goal"
"364","Safet Susic","Yugoslavia",5,"goal"
"364","Darko Pancev","Yugoslavia",9,"goal"
"364","Ali Thani Jumaa","United Arab Emirates",22,"goal"
"364","Darko Pancev","Yugoslavia",46,"goal"
"364","Robert Prosinecki","Yugoslavia",90,"goal"
"377","Careca","Brazil",66,"goal"
"378","Ramon Maria Caldere","Spain",15,"goal"
"378","Ramon Maria Caldere","Spain",68,"goal"
"378","Eloy","Spain",70,"goal"
"379","Norman Whiteside","Northern Ireland",6,"goal"
"379","Djamel Zidane","Algeria",59,"goal"
"388","Diego Maradona","Argentina",51,"goal"
"388","Diego Maradona","Argentina",63,"goal"
"389","Jorge Valdano","Argentina",3,"goal"
"389","Jorge Burruchaga","Argentina",76,"goal"
"392","Diego Maradona","Argentina",51,"goal"
"392","Diego Maradona","Argentina",55,"goal"
"392","Gary Lineker","England",81,"goal"
"393","Jose Brown","Argentina",23,"goal"
"393","Jorge Valdano","Argentina",56,"goal"
"393","Karl-heinz Rummenigge","West Germany",74,"goal"
"393","Rudi Voeller","West Germany",81,"goal"
"393","Jorge Burruchaga","Argentina",84,"goal"
"394","Alessandro Altobelli","Italy",6,"penalty"
"394","Diego Maradona","Argentina",34,"goal"
"395","Jorge Valdano","Argentina",6,"goal"
"395","Oscar Ruggeri","Argentina",18,"goal"
"395","Jorge Valdano","Argentina",46,"goal"
"395","Park Chang Sun","South Korea",73,"goal"
"398","Pedro Pasculli","Argentina",42,"goal"
"4000","Cesar Sampaio","Brazil",5,"goal"
"4000","John Collins","Scotland",38,"penalty"
"4000","Tom Boyd","Brazil",74,"owngoal"
"42","Salvatore Schillaci","Italy",78,"goal"
"421","Jan Ceulemans","Belgium",35,"goal"
"421","Juan Antonio Senor","Spain",85,"goal"
"422","Jan Ceulemans","Belgium",11,"goal"
"422","Jean-marc Ferreri","France",27,"goal"
"422","Jean-pierre Papin","France",43,"goal"
"422","Nico Claesen","Belgium",73,"goal"
"422","Bernard Genghini","France",104,"goal"
"422","Manuel Amoros","France",111,"penalty"
"427","Enzo Scifo","Belgium",16,"goal"
"427","Nico Claesen","Belgium",21,"penalty"
"427","Ahmed Radhi","Iraq",59,"goal"
"428","Fernando Quirarte","Mexico",23,"goal"
"428","Hugo Sánchez","Mexico",39,"goal"
"428","Erwin Vandenbergh","Belgium",45,"goal"
"429","Frank Vercauteren","Belgium",30,"goal"
"429","Roberto Cabanas","Paraguay",50,"goal"
"429","Daniel Veyt","Belgium",59,"goal"
"429","Roberto Cabanas","Paraguay",76,"goal"
"43","Michal Bilek","Czechoslovakia",31,"penalty"
"432","Igor Belanov","Soviet Union",27,"goal"
"432","Enzo Scifo","Belgium",56,"goal"
"432","Igor Belanov","Soviet Union",70,"goal"
"432","Jan Ceulemans","Belgium",77,"goal"
"432","Stephane Demol","Belgium",102,"goal"
"432","Nico Claesen","Belgium",110,"goal"
"432","Igor Belanov","Soviet Union",111,"penalty"
"439","Socrates","Brazil",62,"goal"
"43950001","Bouba Diop","Senegal",30,"goal"
"43950002","Patrick Mboma","Cameroon",39,"goal"
"43950002","Matt Holland","Ireland",52,"goal"
"43950003","Jon Dahl Tomasson","Denmark",45,"goal"
"43950003","Dario Rodriguez","Uruguay",47,"goal"
"43950003","Jon Dahl Tomasson","Denmark",83,"goal"
"43950004","Miroslav Klose","Germany",20,"goal"
"43950004","Miroslav Klose","Germany",25,"goal"
"43950004","Michael Ballack","Germany",40,"goal"
"43950004","Carsten Jancker","Germany",45,"goal"
"43950004","Miroslav Klose","Germany",70,"goal"
"43950004","Thomas Linke","Germany",73,"goal"
"43950004","Oliver Bierhoff","Germany",84,"goal"
"43950004","Bernd Schneider","Germany",90,"goal"
"43950005","Sol Campbell","England",24,"goal"
"43950005","Niclas Alexandersson","Sweden",59,"goal"
"43950006","Roque Santa Cruz","Paraguay",39,"goal"
"43950006","Francisco Arce","Paraguay",55,"goal"
"43950006","Teboho Mokoena","South Africa",63,"goal"
"43950006","Quinton Fortune","South Africa",90,"penalty"
"43950007","Gabriel Batistuta","Argentina",63,"goal"
"43950008","Raul","Spain",44,"goal"
"43950008","Juan Carlos Valeron","Spain",74,"goal"
"43950008","Sebastijan Cimirotic","Slovenia",82,"goal"
"43950008","Fernando Hierro","Spain",87,"penalty"
"43950009","Cuauhtemoc Blanco","Mexico",60,"penalty"
"43950010","Hasan Sas","Turkey",45,"goal"
"43950010","Ronaldo","Brazil",50,"goal"
"43950010","Rivaldo","Brazil",87,"penalty"
"43950011","Christian Vieri","Italy",7,"goal"
"43950011","Christian Vieri","Italy",27,"goal"
"43950012","Ronald Gomez","Costa Rica",61,"goal"
"43950012","Mauricio Wright","Costa Rica",65,"goal"
"43950013","Marc Wilmots","Belgium",57,"goal"
"43950013","Takayuki Suzuki","Japan",59,"goal"
"43950013","Junichi Inamoto","Japan",67,"goal"
"43950013","Peter Van Der Heyden","Belgium",75,"goal"
"43950014","Hwang Sun Hong","South Korea",26,"goal"
"43950014","Yoo Sang Chul","South Korea",53,"goal"
"43950015","Egor Titov","Russia",59,"goal"
"43950015","Valeri Karpin","Russia",64,"penalty"
"43950016","John O Brien","United States",4,"goal"
"43950016","Jorge Costa","United States",29,"owngoal"
"43950016","Brian Mcbride","United States",36,"goal"
"43950016","Beto","Portugal",39,"goal"
"43950016","Jeff Agoos","Portugal",71,"owngoal"
"43950017","Miroslav Klose","Germany",19,"goal"
"43950017","Robbie Keane","Ireland",90,"goal"
"43950019","Samuel Etoo","Cameroon",66,"goal"
"43950020","Jon Dahl Tomasson","Denmark",16,"penalty"
"43950020","Salif Diao","Senegal",52,"goal"
"43950021","Julius Aghahowa","Nigeria",27,"goal"
"43950021","Henrik Larsson","Sweden",35,"goal"
"43950021","Henrik Larsson","Sweden",63,"penalty"
"43950022","Carles Puyol","Spain",10,"owngoal"
"43950022","Fernando Morientes","Spain",53,"goal"
"43950022","Fernando Morientes","Spain",69,"goal"
"43950022","Fernando Hierro","Spain",83,"penalty"
"43950023","David Beckham","England",44,"penalty"
"43950024","Siyabonga Nomvethe","South Africa",4,"goal"
"43950025","Christian Vieri","Italy",55,"goal"
"43950025","Ivica Olic","Croatia",73,"goal"
"43950025","Milan Rapaic","Croatia",76,"goal"
"43950026","Roberto Carlos","Brazil",15,"goal"
"43950026","Rivaldo","Brazil",32,"goal"
"43950026","Ronaldinho","Brazil",45,"penalty"
"43950026","Ronaldo","Brazil",55,"goal"
"43950027","Agustin Delgado","Ecuador",5,"goal"
"43950027","Jared Borgetti","Mexico",28,"goal"
"43950027","Gerardo Torrado","Mexico",57,"goal"
"43950028","Emre Belozoglu","Turkey",56,"goal"
"43950028","Winston Parks","Costa Rica",86,"goal"
"43950029","Junichi Inamoto","Japan",51,"goal"
"43950030","Clint Mathis","United States",24,"goal"
"43950030","Ahn Jung Hwan","South Korea",78,"goal"
"43950031","Marc Wilmots","Belgium",13,"goal"
"43950031","Raouf Bouzaiene","Tunisia",17,"goal"
"43950032","Pauleta","Portugal",14,"goal"
"43950032","Pauleta","Portugal",65,"goal"
"43950032","Pauleta","Portugal",77,"goal"
"43950032","Rui Costa","Portugal",88,"goal"
"43950033","Dennis Rommedahl","Denmark",22,"goal"
"43950033","Jon Dahl Tomasson","Denmark",67,"goal"
"43950034","Khalilou Fadiga","Senegal",20,"penalty"
"43950034","Bouba Diop","Senegal",26,"goal"
"43950034","Bouba Diop","Senegal",38,"goal"
"43950034","Richard Morales","Uruguay",46,"goal"
"43950034","Diego Forlan","Uruguay",69,"goal"
"43950034","Alvaro Recoba","Uruguay",88,"penalty"
"43950035","Marco Bode","Germany",50,"goal"
"43950035","Miroslav Klose","Germany",79,"goal"
"43950036","Robbie Keane","Ireland",7,"goal"
"43950036","Gary Breen","Ireland",61,"goal"
"43950036","Damien Duff","Ireland",87,"goal"
"43950037","Anders Svensson","Sweden",59,"goal"
"43950037","Hernan Crespo","Argentina",88,"goal"
"43950039","Raul","Spain",4,"goal"
"43950039","Benni Mccarthy","South Africa",31,"goal"
"43950039","Gaizka Mendieta","Spain",45,"goal"
"43950039","Lucas Radebe","South Africa",53,"goal"
"43950039","Raul","Spain",56,"goal"
"43950040","Milenko Acimovic","Slovenia",45,"goal"
"43950040","Nelson Cuevas","Paraguay",65,"goal"
"43950040","Jorge Campos","Paraguay",73,"goal"
"43950040","Nelson Cuevas","Paraguay",84,"goal"
"43950041","Ronaldo","Brazil",10,"goal"
"43950041","Ronaldo","Brazil",13,"goal"
"43950041","Edmilson","Brazil",38,"goal"
"43950041","Paulo Wanchope","Costa Rica",39,"goal"
"43950041","Ronald Gomez","Costa Rica",56,"goal"
"43950041","Rivaldo","Brazil",62,"goal"
"43950041","Junior","Brazil",64,"goal"
"43950042","Hasan Sas","Turkey",6,"goal"
"43950042","Bulent Korkmaz","Turkey",9,"goal"
"43950042","Umit Davala","Turkey",85,"goal"
"43950043","Jared Borgetti","Mexico",34,"goal"
"43950043","Alessandro Del Piero","Italy",85,"goal"
"43950044","Edison Mendez","Ecuador",48,"goal"
"43950045","Hiroaki Morishima","Japan",48,"goal"
"43950045","Hidetoshi Nakata","Japan",75,"goal"
"43950046","Johan Walem","Belgium",7,"goal"
"43950046","Vladimir Beschastnykh","Russia",52,"goal"
"43950046","Wesley Sonck","Belgium",78,"goal"
"43950046","Marc Wilmots","Belgium",82,"goal"
"43950046","Dmitri Sychev","Russia",88,"goal"
"43950047","Park Ji Sung","South Korea",70,"goal"
"43950048","Emmanuel Olisadebe","Poland",3,"goal"
"43950048","Pawel Kryszalowicz","Poland",5,"goal"
"43950048","Marcin Zewlakow","Poland",66,"goal"
"43950048","Landon Donovan","United States",83,"goal"
"43950049","Oliver Neuville","Germany",88,"goal"
"43950050","Rio Ferdinand","England",5,"goal"
"43950050","Michael Owen","England",22,"goal"
"43950050","Emile Heskey","England",44,"goal"
"43950051","Henrik Larsson","Sweden",11,"goal"
"43950051","Henri Camara","Senegal",37,"goal"
"43950051","Henri Camara","Senegal",14,"goal"
"43950052","Fernando Morientes","Spain",8,"goal"
"43950052","Robbie Keane","Ireland",90,"penalty"
"43950053","Brian Mcbride","United States",8,"goal"
"43950053","Landon Donovan","United States",65,"goal"
"43950054","Rivaldo","Brazil",67,"goal"
"43950054","Ronaldo","Brazil",87,"goal"
"43950055","Umit Davala","Turkey",12,"goal"
"43950056","Christian Vieri","Italy",18,"goal"
"43950056","Seol Ki Hyeon","South Korea",88,"goal"
"43950056","Ahn Jung Hwan","South Korea",27,"goal"
"43950057","Michael Owen","England",23,"goal"
"43950057","Rivaldo","Brazil",45,"goal"
"43950057","Ronaldinho","Brazil",50,"goal"
"43950058","Michael Ballack","Germany",39,"goal"
"43950060","Ilhan Mansiz","Turkey",4,"goal"
"43950061","Michael Ballack","Germany",75,"goal"
"43950062","Ronaldo","Brazil",49,"goal"
"43950063","Hakan Sukur","Turkey",1,"goal"
"43950063","Lee Eul Yong","South Korea",9,"goal"
"43950063","Ilhan Mansiz","Turkey",13,"goal"
"43950063","Ilhan Mansiz","Turkey",32,"goal"
"43950063","Song Chong Gug","South Korea",90,"goal"
"43950064","Ronaldo","Brazil",67,"goal"
"43950064","Ronaldo","Brazil",79,"goal"
"440","Careca","Brazil",17,"goal"
"440","Michel Platini","France",41,"goal"
"441","Careca","Brazil",15,"goal"
"441","Josimar","Brazil",42,"goal"
"441","Careca","Brazil",87,"goal"
"444","Socrates","Brazil",30,"penalty"
"444","Josimar","Brazil",55,"goal"
"444","Edinho","Brazil",79,"goal"
"444","Careca","Brazil",83,"penalty"
"459","Alessandro Altobelli","Italy",43,"goal"
"459","Nasko Sirakov","Bulgaria",85,"goal"
"460","Plamen Getov","Bulgaria",11,"goal"
"460","Kim Jong Boo","South Korea",70,"goal"
"463","Manuel Negrete","Mexico",34,"goal"
"463","Raul Servin","Mexico",61,"goal"
"468","Jean-pierre Papin","France",79,"goal"
"475","Marton Esterhazy","Hungary",2,"goal"
"475","Lajos Detari","Hungary",75,"goal"
"476","Oleg Blokhin","Soviet Union",58,"goal"
"476","Aleksandr Zavarov","Soviet Union",74,"goal"
"48","Andeas Ogris","Austria",49,"goal"
"48","Gerhard Rodax","Austria",63,"goal"
"48","Bruce Murray","United States",83,"goal"
"511","Jesper Olsen","Denmark",33,"penalty"
"511","Emilio Butragueno","Spain",43,"goal"
"511","Emilio Butragueno","Spain",57,"goal"
"511","Goiko","Spain",68,"penalty"
"511","Emilio Butragueno","Spain",80,"goal"
"511","Emilio Butragueno","Spain",89,"penalty"
"512","Jesper Olsen","Denmark",43,"penalty"
"512","John Eriksen","Denmark",62,"goal"
"517","Preben Elkjaer Larsen","Denmark",57,"goal"
"522","Preben Elkjaer Larsen","Denmark",11,"goal"
"522","Soren Lerby","Denmark",41,"goal"
"522","Enzo Francescoli","Uruguay",45,"penalty"
"522","Michael Laudrup","Denmark",52,"goal"
"522","Preben Elkjaer Larsen","Denmark",67,"goal"
"522","Preben Elkjaer Larsen","Denmark",80,"goal"
"522","Jesper Olsen","Denmark",88,"goal"
"536","Gary Lineker","England",31,"goal"
"536","Peter Beardsley","England",56,"goal"
"536","Gary Lineker","England",72,"goal"
"537","Gary Lineker","England",9,"goal"
"537","Gary Lineker","England",14,"goal"
"537","Gary Lineker","England",34,"goal"
"538","Carlos Manuel","Portugal",75,"goal"
"55","David Platt","England",119,"goal"
"551","Emilio Butragueno","Spain",2,"goal"
"551","Julio Salinas","Spain",18,"goal"
"551","Colin Clarke","Northern Ireland",47,"goal"
"56","Michel","Spain",26,"penalty"
"56","Patrick Vervoort","Belgium",29,"goal"
"56","Alberto Gorriz","Spain",38,"goal"
"564","Andreas Brehme","West Germany",9,"goal"
"564","Rudi Voeller","West Germany",90,"goal"
"567","Yannick Stopyra","France",29,"goal"
"567","Jean Tigana","France",62,"goal"
"567","Dominique Rocheteau","France",84,"goal"
"568","Michel Platini","France",15,"goal"
"568","Yannick Stopyra","France",57,"goal"
"57","Marc De Grijse","Belgium",53,"goal"
"57","Michel De Wolf","Belgium",64,"goal"
"571","Vasili Rats","Soviet Union",53,"goal"
"571","Luis Fernandez","France",62,"goal"
"574","Lothar Matthaeus","West Germany",88,"goal"
"580","Gordon Strachan","Scotland",18,"goal"
"580","Rudi Voeller","West Germany",22,"goal"
"580","Klaus Allofs","West Germany",50,"goal"
"585","Antonio Alzamendi","Uruguay",4,"goal"
"585","Klaus Allofs","West Germany",84,"goal"
"610","Pavel Yakovenko","Soviet Union",2,"goal"
"610","Serguei Aleinikov","Soviet Union",4,"goal"
"610","Igor Belanov","Soviet Union",24,"penalty"
"610","Ivan Yaremchuk","Soviet Union",66,"goal"
"610","Laszlo Dajka","Soviet Union",73,"owngoal"
"610","Sergei Rodionov","Soviet Union",80,"goal"
"627","Fernando Quirarte","Mexico",54,"goal"
"628","Julio Cesar Romero","Paraguay",35,"goal"
"643","Alessandro Altobelli","Italy",17,"goal"
"643","Choi Soon Ho","South Korea",62,"goal"
"643","Alessandro Altobelli","Italy",73,"goal"
"643","Cho Kwang Rae","South Korea",82,"owngoal"
"643","Huh Jungmoo","South Korea",83,"goal"
"66","Leo Clijsters","Belgium",15,"goal"
"66","Enzo Scifo","Belgium",24,"goal"
"66","Jan Ceulemans","Belgium",47,"goal"
"66","Pablo Bengoechea","Uruguay",73,"goal"
"675","Abdelrazzak Khairi","Morocco",19,"goal"
"675","Abdelrazzak Khairi","Morocco",27,"goal"
"675","Abdelkarim Krimau","Morocco",62,"goal"
"675","Diamantino","Portugal",79,"goal"
"680","Luis Flores","Mexico",3,"goal"
"680","Julio Cesar Romero","Paraguay",85,"goal"
"701","Wlodimierz Smolarek","Poland",68,"goal"
"73","Muller","Brazil",33,"goal"
"739","Walter Schachner","Austria",55,"goal"
"739","Hans Krankl","Austria",67,"goal"
"74","Muller","Brazil",81,"goal"
"740","Salah Assad","Algeria",7,"goal"
"740","Salah Assad","Algeria",31,"goal"
"740","Tedj Bensaoula","Algeria",35,"goal"
"740","Miguel Neira","Chile",59,"penalty"
"740","Juan Letelier","Chile",73,"goal"
"741","Rabah Madjer","Algeria",54,"goal"
"741","Karl-heinz Rummenigge","West Germany",67,"goal"
"741","Lakhdar Belloumi","Algeria",68,"goal"
"749","Erwin Vandenbergh","Belgium",62,"goal"
"75","Careca","Brazil",40,"goal"
"75","Careca","Brazil",63,"goal"
"75","Tomas Brolin","Sweden",79,"goal"
"750","Zico","Brazil",11,"goal"
"750","Serginho","Brazil",66,"goal"
"750","Junior","Brazil",75,"goal"
"750","Ramon Diaz","Argentina",89,"goal"
"751","Daniel Passarella","Argentina",22,"penalty"
"751","Daniel Bertoni","Argentina",54,"goal"
"752","Daniel Bertoni","Argentina",26,"goal"
"752","Diego Maradona","Argentina",28,"goal"
"752","Diego Maradona","Argentina",57,"goal"
"752","Osvaldo Ardiles","Argentina",60,"goal"
"752","Gabor Poloskei","Hungary",76,"goal"
"753","Marco Tardelli","Italy",57,"goal"
"753","Antonio Cabrini","Italy",67,"goal"
"753","Daniel Passarella","Argentina",83,"goal"
"764","Walter Schachner","Austria",22,"goal"
"767","Bernard Genghini","France",39,"goal"
"770","Horst Hrubesch","West Germany",10,"goal"
"771","Billy Hamilton","Northern Ireland",27,"goal"
"771","Bruno Pezzey","Austria",50,"goal"
"771","Reinhold Hintermaier","Austria",68,"goal"
"771","Billy Hamilton","Northern Ireland",75,"goal"
"774","Ludo Coeck","Belgium",19,"goal"
"779","Jozsef Varga","Hungary",27,"goal"
"779","Alex Czerniatynski","Belgium",76,"goal"
"782","Zbigniew Boniek","Poland",4,"goal"
"782","Zbigniew Boniek","Poland",26,"goal"
"782","Zbigniew Boniek","Poland",53,"goal"
"783","Khoren Oganesian","Soviet Union",48,"goal"
"788","Paolo Rossi","Italy",5,"goal"
"788","Socrates","Brazil",12,"goal"
"788","Paolo Rossi","Italy",25,"goal"
"788","Falcao","Brazil",68,"goal"
"788","Paolo Rossi","Italy",74,"goal"
"789","Zico","Brazil",28,"goal"
"789","Zico","Brazil",31,"goal"
"789","Falcao","Brazil",64,"goal"
"789","Serginho","Brazil",70,"goal"
"790","David Narey","Scotland",18,"goal"
"790","Zico","Brazil",33,"goal"
"790","Oscar","Brazil",48,"goal"
"790","Eder","Brazil",63,"goal"
"790","Falcao","Brazil",87,"goal"
"791","Andrei Bal","Soviet Union",34,"goal"
"791","Socrates","Brazil",75,"goal"
"791","Eder","Brazil",88,"goal"
"813","Karl-heinz Rummenigge","West Germany",9,"goal"
"813","Karl-heinz Rummenigge","West Germany",57,"goal"
"813","Karl-heinz Rummenigge","West Germany",66,"goal"
"813","Uwe Reinders","West Germany",83,"goal"
"813","Gustavo Moscoso","Chile",90,"goal"
"828","Francesco Graziani","Italy",60,"goal"
"828","Gregoire Mbida","Cameroon",61,"goal"
"8725","Mustafa El Hadji","Morocco",37,"goal"
"8725","Youssef Chippo","Norway",45,"owngoal"
"8725","Abdeljalil Hadda","Morocco",60,"goal"
"8725","Dan Eggen","Norway",61,"goal"
"8726","Christian Vieri","Italy",11,"goal"
"8726","Marcelo Salas","Chile",45,"goal"
"8726","Marcelo Salas","Chile",48,"goal"
"8726","Roberto Baggio","Italy",84,"penalty"
"8727","Pierre Njanka","Cameroon",77,"goal"
"8727","Toni Polster","Austria",90,"goal"
"8729","Marc Rieper","Denmark",69,"goal"
"8730","Christophe Dugarry","France",36,"goal"
"8730","Pierre Issa","South Africa",77,"owngoal"
"8730","Thierry Henry","France",90,"goal"
"8731","Fernando Hierro","Spain",21,"goal"
"8731","Mutiu Adepoju","Nigeria",24,"goal"
"8731","Raul","Spain",47,"goal"
"8731","Andoni Zubizarreta","Spain",73,"owngoal"
"8731","Sunday Oliseh","Nigeria",78,"goal"
"8732","Ha Seok Ju","South Korea",27,"goal"
"8732","Ricardo Pelaez","Mexico",50,"goal"
"8732","Luis Hernandez","Mexico",75,"goal"
"8732","Luis Hernandez","Mexico",84,"goal"
"8734","Gabriel Batistuta","Argentina",28,"goal"
"8735","Sinisa Mihajlovic","Yugoslavia",73,"goal"
"8736","Mario Stanic","Croatia",27,"goal"
"8736","Robert Earle","Jamaica",45,"goal"
"8736","Robert Prosinecki","Croatia",53,"goal"
"8736","Davor Suker","Croatia",69,"goal"
"8738","Andreas Moeller","Germany",10,"goal"
"8738","Juergen Klinsmann","Germany",67,"goal"
"8739","Adrian Ilie","Romania",45,"goal"
"8740","Alan Shearer","England",42,"goal"
"8740","Paul Scholes","England",89,"goal"
"8741","Havard Flo","Norway",46,"goal"
"8741","Craig Burley","Scotland",66,"goal"
"8742","Ronaldo","Brazil",9,"goal"
"8742","Rivaldo","Brazil",45,"goal"
"8742","Bebeto","Brazil",50,"goal"
"8743","Marcelo Salas","Chile",70,"goal"
"8743","Ivica Vastic","Austria",90,"goal"
"8744","Luigi Di Biagio","Italy",7,"goal"
"8744","Christian Vieri","Italy",75,"goal"
"8744","Christian Vieri","Italy",89,"goal"
"8745","Thierry Henry","France",37,"goal"
"8745","David Trezeguet","France",68,"goal"
"8745","Thierry Henry","France",78,"goal"
"8745","Bixente Lizarazu","France",85,"goal"
"8746","Allan Nielsen","Denmark",12,"goal"
"8746","Benni Mccarthy","South Africa",51,"goal"
"8747","Victor Ikpeba","Nigeria",28,"goal"
"8749","Phillip Cocu","Netherlands",37,"goal"
"8749","Marc Overmars","Netherlands",41,"goal"
"8749","Dennis Bergkamp","Netherlands",71,"goal"
"8749","Pierre Van Hooijdonk","Netherlands",80,"goal"
"8749","Ronald De Boer","Netherlands",83,"goal"
"8750","Marc Wilmots","Belgium",42,"goal"
"8750","Marc Wilmots","Belgium",47,"goal"
"8750","Alberto Garcia Aspe","Mexico",55,"penalty"
"8750","Cuauhtemoc Blanco","Mexico",62,"goal"
"8751","Davor Suker","Croatia",77,"goal"
"8752","Ariel Ortega","Argentina",31,"goal"
"8752","Ariel Ortega","Argentina",55,"goal"
"8752","Gabriel Batistuta","Argentina",73,"goal"
"8752","Gabriel Batistuta","Argentina",78,"goal"
"8752","Gabriel Batistuta","Argentina",83,"penalty"
"8753","Predrag Mijatovic","Yugoslavia",13,"goal"
"8753","Dragan Stojkovic","Yugoslavia",52,"goal"
"8753","Sinisa Mihajlovic","Yugoslavia",72,"owngoal"
"8753","Oliver Bierhoff","Germany",78,"goal"
"8754","Hamid Estili","Iran",41,"goal"
"8754","Mehdi Mahdavikia","Iran",83,"goal"
"8754","Brian Mcbride","United States",87,"goal"
"8755","Leider Preciado","Colombia",82,"goal"
"8756","Viorel Moldovan","Romania",46,"goal"
"8756","Michael Owen","England",81,"goal"
"8756","Dan Petrescu","Romania",90,"goal"
"8757","Christian Vieri","Italy",48,"goal"
"8757","Roberto Baggio","Italy",90,"goal"
"8757","Andreas Herzog","Austria",90,"penalty"
"8758","Salaheddine Bassir","Morocco",23,"goal"
"8758","Abdeljalil Hadda","Morocco",46,"goal"
"8758","Salaheddine Bassir","Morocco",85,"goal"
"8759","Bebeto","Brazil",78,"goal"
"8759","Tore Andre Flo","Norway",83,"goal"
"8759","Kjetil Rekdal","Norway",89,"penalty"
"8760","Jose Sierra","Chile",20,"goal"
"8760","Patrick Mboma","Cameroon",56,"goal"
"8761","Fernando Hierro","Spain",6,"penalty"
"8761","Luis Enrique","Spain",18,"goal"
"8761","Fernando Morientes","Spain",55,"goal"
"8761","Emil Kostadinov","Bulgaria",58,"goal"
"8761","Fernando Morientes","Spain",81,"goal"
"8761","Georgi Bachev","Bulgaria",88,"owngoal"
"8761","Kiko","Spain",90,"goal"
"8762","Youri Djorkaeff","France",12,"penalty"
"8762","Michael Laudrup","Denmark",42,"penalty"
"8762","Emmanuel Petit","France",56,"goal"
"8763","Celso Ayala","Paraguay",1,"goal"
"8763","Wilson Oruma","Nigeria",11,"goal"
"8763","Miguel Benitez","Paraguay",58,"goal"
"8763","Jose Cardozo","Paraguay",86,"goal"
"8764","Shaun Bartlett","South Africa",18,"goal"
"8764","Sami Al Jaber","Saudi Arabia",45,"penalty"
"8764","Youssef Al Tunayan","Saudi Arabia",74,"penalty"
"8764","Shaun Bartlett","South Africa",90,"penalty"
"8765","Luc Nilis","Belgium",7,"goal"
"8765","Yoo Sang Chul","South Korea",72,"goal"
"8766","Phillip Cocu","Netherlands",4,"goal"
"8766","Ronald De Boer","Netherlands",18,"goal"
"8766","Ricardo Pelaez","Mexico",75,"goal"
"8766","Luis Hernandez","Mexico",90,"goal"
"8767","Oliver Bierhoff","Germany",50,"goal"
"8767","Juergen Klinsmann","Germany",57,"goal"
"8768","Slobodan Komljenovic","Yugoslavia",3,"goal"
"8769","Skander Souayeh","Tunisia",12,"penalty"
"8769","Viorel Moldovan","Romania",71,"goal"
"8770","Darren Anderton","England",20,"goal"
"8770","David Beckham","England",29,"goal"
"8771","Theodore Whitmore","Jamaica",39,"goal"
"8771","Theodore Whitmore","Jamaica",54,"goal"
"8771","Masashi Nakayama","Japan",74,"goal"
"8772","Mauricio Pineda","Argentina",36,"goal"
"8773","Cesar Sampaio","Brazil",11,"goal"
"8773","Cesar Sampaio","Brazil",26,"goal"
"8773","Ronaldo","Brazil",45,"penalty"
"8773","Marcelo Salas","Chile",70,"goal"
"8773","Ronaldo","Brazil",72,"goal"
"8774","Christian Vieri","Italy",18,"goal"
"8775","Peter Moller","Denmark",3,"goal"
"8775","Brian Laudrup","Denmark",12,"goal"
"8775","Ebbe Sand","Denmark",58,"goal"
"8775","Thomas Helveg","Denmark",76,"goal"
"8775","Tijani Babangida","Nigeria",77,"goal"
"8776","Laurent Blanc","France",114,"goal"
"8777","Luis Hernandez","Mexico",47,"goal"
"8777","Juergen Klinsmann","Germany",74,"goal"
"8777","Oliver Bierhoff","Germany",86,"goal"
"8778","Dennis Bergkamp","Netherlands",38,"goal"
"8778","Slobodan Komljenovic","Yugoslavia",48,"goal"
"8778","Edgar Davids","Netherlands",90,"goal"
"8779","Gabriel Batistuta","Argentina",5,"penalty"
"8779","Alan Shearer","England",9,"penalty"
"8779","Michael Owen","England",16,"goal"
"8779","Javier Zanetti","Argentina",45,"goal"
"878","Bryan Robson","England",1,"goal"
"878","Gerard Soler","France",24,"goal"
"878","Bryan Robson","England",67,"goal"
"878","Paul Mariner","England",83,"goal"
"8780","Davor Suker","Croatia",45,"penalty"
"8782","Martin Jorgensen","Denmark",2,"goal"
"8782","Bebeto","Brazil",10,"goal"
"8782","Rivaldo","Brazil",25,"goal"
"8782","Brian Laudrup","Denmark",50,"goal"
"8782","Rivaldo","Brazil",59,"goal"
"8783","Robert Jarni","Croatia",45,"goal"
"8783","Goran Vlaovic","Croatia",80,"goal"
"8783","Davor Suker","Croatia",85,"goal"
"8784","Patrick Kluivert","Netherlands",12,"goal"
"8784","Claudio Lopez","Argentina",17,"goal"
"8784","Dennis Bergkamp","Netherlands",90,"goal"
"8785","Ronaldo","Brazil",46,"goal"
"8785","Patrick Kluivert","Netherlands",87,"goal"
"8786","Davor Suker","Croatia",46,"goal"
"8786","Lilian Thuram","France",47,"goal"
"8786","Lilian Thuram","France",70,"goal"
"8787","Robert Prosinecki","Croatia",14,"goal"
"8787","Boudewijn Zenden","Netherlands",22,"goal"
"8787","Davor Suker","Croatia",36,"goal"
"8788","Zinedine Zidane","France",27,"goal"
"8788","Zinedine Zidane","France",45,"goal"
"8788","Emmanuel Petit","France",90,"goal"
"882","Trevor Francis","England",27,"goal"
"889","Trevor Francis","England",62,"goal"
"889","Jozef Barmos","England",66,"owngoal"
"896","Tibor Nyilasi","Hungary",4,"goal"
"896","Gabor Poloskei","Hungary",11,"goal"
"896","Laszlo Fazekas","Hungary",23,"goal"
"896","Jozsef Toth","Hungary",50,"goal"
