player_id,year,player_name
"57217","1938","Oldrich Rulc"
"69560","1938","Otakar Nozir"
"200342","1938","Pavel Cerny"
"50994","1938","Vaclav Horak"
"174678","1938","Vlastimil Kopecky"
"69559","1938","Vojtech Bradac"
"58803","1938","Achmad Nawir"
"45695","1938","Anwar Sutan"
"239074","1938","Dorst"
"51062","1938","Frans Hukon"
"54019","1938","Frans Meeng"
"69655","1938","G. Faulhaber"
"69654","1938","G. Van Den Burgh"
"69653","1938","Hans Taihuttu"
"60383","1938","Henk Sommers"
"50983","1938","Hong Djien Tan"
"69659","1938","J. Harting"
"57534","1938","Jack Samuels"
"182319","1938","Mo Heng Tan"
"69656","1938","R. Telwe"
"182320","1938","See Han Tan"
"58200","1938","Suvarte Soedarmadji"
"239076","1938","Teilherber"
"56002","1938","Tjaak Pattiwael"
"69631","1938","Abdel Kader Ben Bouali"
"45888","1938","Alfred Aston"
"69636","1938","Czeslaw Povolny"
"48382","1938","Edmond Delfour"
"59523","1938","Emile Veinante"
"53852","1938","Etienne Mattler"
"69630","1938","Francois Bourbotte"
"44238","1938","Gustave Jordan"
"47418","1938","Hector Cazenave"
"95161","1938","Ignace Kowalczyk"
"46291","1938","Jean Bastien"
"55121","1938","Jean Nicolas"
"198083","1938","Jules Vandooren"
"69629","1938","Julien Darui"
"48494","1938","Laurent Di Lorto"
"69632","1938","Lucien Jasseron"
"69634","1938","Mario Zatelli"
"69635","1938","Michel Brusseaux"
"50742","1938","Oscar Heisserer"
"48500","1938","Raoul Diagne"
"181856","1938","Rene Llense"
"69530","1938","Roger Courtois"
"52254","1938","Albin Kitzinger"
"52584","1938","Andreas Kupfer"
"52908","1938","Ernest Lehner"
"59758","1938","Franz Wagner"
"47022","1938","Fritz Buchloh"
"58662","1938","Fritz Szepan"
"51401","1938","Hans Jakob"
"54330","1938","Hans Mock"
"56173","1938","Hans Pesser"
"58486","1938","Jakob Streitle"
"49822","1938","Josef Gauchel"
"58494","1938","Josef Stroh"
"55067","1938","Leopold Neumer"
"50028","1938","Ludwig Goldbrunner"
"58001","1938","Otto Siffling"
"51436","1938","Paul Janes"
"54749","1938","Reinhold Muenzenberg"
"49859","1938","Rudolf Gellesch"
"56589","1938","Rudolf Raftl"
"58136","1938","Stefan Skoumal"
"50454","1938","Wilhelm Hahnemann"
"291616","1938","Willhelm Hahnemann"
"57692","1938","Willibald Schmaus"
"58646","1938","Antal Szabo"
"58649","1938","Antal Szalay"
"69646","1938","Bela Sarosi"
"57603","1938","Ferenc Sas"
"59017","1938","Geza Toldi"
"44605","1938","Gyorgy Sarosi"
"58678","1938","Gyorgy Szucs"
"174696","1938","Gyula Lazar"
"174871","1938","Gyula Polgar"
"44788","1938","Gyula Zsengeller"
"46140","1938","Istvan Balogh"
"69533","1938","Janos Dudas"
"59658","1938","Jeno Vincze"
"50422","1938","Jozsef Hada"
"69645","1938","Jozsef Palinkas"
"59213","1938","Jozsef Turay"
"52386","1938","Lajos Koranyi"
"182220","1938","Laszlo Cseh"
"69647","1938","Mihaly Biro"
"44693","1938","Pal Titkos"
"174404","1938","Sandor Biro"
"52327","1938","Vilmos Kohut"
"69674","1938","Aldo Donati"
"174818","1938","Aldo Olivieri"
"32354","1938","Alfredo Foni"
"174399","1938","Amedeo Biavati"
"69678","1938","Bruno Chizzo"
"43986","1938","Carlo Ceresoli"
"174778","1938","Eraldo Monzeglio"
"174474","1938","Gino Colaussi"
"174537","1938","Giovanni Ferrari"
"174761","1938","Giuseppe Meazza"
"69444","1938","Guido Masetti"
"69675","1938","Mario Genta"
"69677","1938","Mario Perazzolo"
"174349","1938","Michele Andreolo"
"55982","1938","Piero Pasinati"
"44100","1938","Pietro Ferraris"
"44553","1938","Pietro Rava"
"44628","1938","Pietro Serantoni"
"69673","1938","Renato Olmi"
"69676","1938","Sergio Bertoni"
"174862","1938","Silvio Piola"
"174713","1938","Ugo Locatelli"
"59426","1938","Adriaan Van Male"
"69569","1938","Arie De Winter"
"55787","1938","Bas Paauwe"
"47178","1938","Bertus Caldenhove"
"59384","1938","Bertus De Harder"
"69565","1938","Daaf Drok"
"46350","1938","Dick Been"
"59892","1938","Frank Wels"
"69566","1938","Frans Hogenbirk"
"59406","1938","Frans Van Der Veen"
"69571","1938","Hendrikus Plenter"
"59437","1938","Henk Van Spaandonck"
"69567","1938","Karel Ooms"
"58166","1938","Kick Smit"
"59550","1938","Leen Vente"
"59854","1938","Mauk Weber"
"69570","1938","Niek Michel"
"48287","1938","Piet De Boer"
"56487","1938","Piet Punt"
"44718","1938","Puck Van Heel"
"69568","1938","Rene Pijpers"
"45570","1938","Willem Anderiesen"
"53746","1938","Alf Martinsen"
"69679","1938","Anker Kihle"
"47007","1938","Arne Brustad"
"69685","1938","Arne Ileby"
"182313","1938","Gunnar Andreassen"
"51585","1938","Henry Johansen"
"160055","1938","Hjalmar Andresen"
"69680","1938","Jorgen Juve"
"47011","1938","Knut Brynildsen"
"50770","1938","Kristian Henriksen"
"51292","1938","Magnar Isaksen"
"49092","1938","Nils Eriksen"
"49583","1938","Odd Frantzen"
"314814","1938","Oddmund Andersen"
"50975","1938","Oivind Holmsen"
"52610","1938","Reidar Kvammen"
"45552","1938","Roald Amundsen"
"50967","1938","Rolf Holmberg"
"51582","1938","Rolf Johannesen"
"69683","1938","Sverre Hansen"
"55252","1938","Sverre Nordby"
"49698","1938","Antoni Galecki"
"69625","1938","Antoni Lyko"
"50420","1938","Boleslaw Habowski"
"69622","1938","Edmund Giemsa"
"69627","1938","Edmund Tworz"
"53370","1938","Edward Madejski"
"44754","1938","Ernest Wilimowski"
"55351","1938","Erwin Nyc"
"69621","1938","Ewald Cebula"
"48819","1938","Ewald Dytko"
"58666","1938","Fryedryk Szerfke"
"60003","1938","Gerard Wodarz"
"69628","1938","Jan Wasiewicz"
"69623","1938","Jozef Korbas"
"69624","1938","Kazimierz Lis"
"56314","1938","Leonard Piontek"
"56262","1938","Ryszard Piec"
"69620","1938","Stanislaw Baran"
"182221","1938","Walter Brom"
